id,supplier_id,brand_id,list_price,cost,description,category_id,catalog_number,weight,condition,is_obsolete,ship_time,freight_class
2930406,9,9,8.5,3.57,Climax GSTC-043-14-SS 7/16^-14 ID SPLIT Threaded Clamp Collar SS,118,GSTC-043-14-SS,0.087002,1,FALSE,24,50
2930407,9,9,3.07,1.29,Climax GSTC-043-20-B 7/16^-20 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-043-20-B,0.0875,1,FALSE,24,50
2930408,9,9,8.5,3.57,Climax GSTC-043-20-SS 7/16^-20 ID SPLIT Threaded Clamp Collar SS,118,GSTC-043-20-SS,0.087002,1,FALSE,24,50
2930409,9,9,3.24,1.36,Climax GSTC-050-13-B 1/2^-13 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-050-13-B,0.0875,1,FALSE,24,50
2930410,9,9,9.05,3.8,Climax GSTC-050-13-SS 1/2^-13 ID SPLIT Threaded Clamp Collar SS,118,GSTC-050-13-SS,0.087002,1,FALSE,24,50
2930411,9,9,3.24,1.36,Climax GSTC-050-20-B 1/2^-20 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-050-20-B,0.0875,1,FALSE,24,50
2930412,9,9,9.05,3.8,Climax GSTC-050-20-SS 1/2^-20 ID SPLIT Threaded Clamp Collar SS,118,GSTC-050-20-SS,0.087002,1,FALSE,24,50
2930413,9,9,4.21,1.77,Climax GSTC-062-11-B 5/8^-11 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-062-11-B,0.125,1,FALSE,24,50
2930414,9,9,10.38,4.36,Climax GSTC-062-11-SS 5/8^-11 ID SPLIT Threaded Clamp Collar SS,118,GSTC-062-11-SS,0.124289,1,FALSE,24,50
2930415,9,9,4.21,1.77,Climax GSTC-062-18-B 5/8^-18 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-062-18-B,0.125,1,FALSE,24,50
2930416,9,9,10.38,4.36,Climax GSTC-062-18-SS 5/8^-18 ID SPLIT Threaded Clamp Collar SS,118,GSTC-062-18-SS,0.124289,1,FALSE,24,50
2930417,9,9,4.6,1.93,Climax GSTC-075-10-B 3/4^-10 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-075-10-B,0.1812,1,FALSE,24,50
2930418,9,9,13.76,5.78,Climax GSTC-075-10-SS 3/4^-10 ID SPLIT Threaded Clamp Collar SS,118,GSTC-075-10-SS,0.18017,1,FALSE,24,50
2930419,9,9,4.6,1.93,Climax GSTC-075-16-B 3/4^-16 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-075-16-B,0.175,1,FALSE,24,50
2930420,9,9,13.76,5.78,Climax GSTC-075-16-SS 3/4^-16 ID SPLIT Threaded Clamp Collar SS,118,GSTC-075-16-SS,0.174005,1,FALSE,24,50
2930421,9,9,4.76,2,Climax GSTC-087-09-B 7/8^-9 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-087-09-B,0.175,1,FALSE,24,50
2930422,9,9,16,6.72,Climax GSTC-087-09-SS 7/8^-9 ID SPLIT Threaded Clamp Collar SS,118,GSTC-087-09-SS,0.174005,1,FALSE,24,50
2930423,9,9,4.76,2,Climax GSTC-087-14-B 7/8^-14 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-087-14-B,0.175,1,FALSE,24,50
2930424,9,9,16,6.72,Climax GSTC-087-14-SS 7/8^-14 ID SPLIT Threaded Clamp Collar SS,118,GSTC-087-14-SS,0.174005,1,FALSE,24,50
2930425,9,9,5.6,2.35,Climax GSTC-100-08-B 1^-8 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-100-08-B,0.215,1,FALSE,24,50
2930426,9,9,16.79,7.05,Climax GSTC-100-08-SS 1^-8 ID SPLIT Threaded Clamp Collar SS,118,GSTC-100-08-SS,0.213778,1,FALSE,24,50
2930427,9,9,5.6,2.35,Climax GSTC-100-12-B 1^-12 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-100-12-B,0.215,1,FALSE,24,50
2930428,9,9,16.79,7.05,Climax GSTC-100-12-SS 1^-12 ID SPLIT Threaded Clamp Collar SS,118,GSTC-100-12-SS,0.213778,1,FALSE,24,50
2930429,9,9,5.6,2.35,Climax GSTC-100-14-B 1^-14 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-100-14-B,0.2188,1,FALSE,24,50
2930430,9,9,16.79,7.05,Climax GSTC-100-14-SS 1^-14 ID SPLIT Threaded Clamp Collar SS,118,GSTC-100-14-SS,0.217557,1,FALSE,24,50
2930431,9,9,7.81,3.28,Climax GSTC-112-12-B 1 1/8^-12 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-112-12-B,0.2375,1,FALSE,24,50
2930432,9,9,22.33,9.38,Climax GSTC-112-12-SS 1 1/8^-12 ID SPLIT Threaded Clamp Collar SS,118,GSTC-112-12-SS,0.23615,1,FALSE,24,50
2930433,9,9,8.05,3.38,Climax GSTC-125-07-B 1 1/4^-7 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-125-07-B,0.2938,1,FALSE,24,50
2930434,9,9,26.14,10.98,Climax GSTC-125-07-SS 1 1/4^-7 ID SPLIT Threaded Clamp Collar SS,118,GSTC-125-07-SS,0.292131,1,FALSE,24,50
2930435,9,9,8.05,3.38,Climax GSTC-125-12-B 1 1/4^-12 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-125-12-B,0.2875,1,FALSE,24,50
2930436,9,9,26.14,10.98,Climax GSTC-125-12-SS 1 1/4^-12 ID SPLIT Threaded Clamp Collar SS,118,GSTC-125-12-SS,0.285866,1,FALSE,24,50
2930437,9,9,10.1,4.24,Climax GSTC-137-06-B 3/8^-06 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-137-06-B,0.0438,1,FALSE,24,50
2930438,9,9,10.62,4.46,Climax GSTC-137-12-B 3/8^-12 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-137-12-B,0.0438,1,FALSE,24,50
2930439,9,9,11.12,4.67,Climax GSTC-150-06-B 1 1/2^-6 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-150-06-B,0.4188,1,FALSE,24,50
2930440,9,9,11.38,4.78,Climax GSTC-150-12-B 1 1/2^-12 ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-150-12-B,0.4125,1,FALSE,24,50
2930441,9,9,28.43,11.94,Climax GSTC-150-12-SS 1 1/2^-12 ID SPLIT Threaded Clamp Collar SS,118,GSTC-150-12-SS,0.410156,1,FALSE,24,50
2930442,9,9,18.05,7.58,Climax GSTC-200-12-B 2-12^ ID SPLIT Threaded Clamp Collar STL BO,118,GSTC-200-12-B,0.7375,1,FALSE,24,50
2930443,9,9,97.12,38.85,Climax ISCC-143-143 1 PC. CLAMP COUPLING 1-7/16^ID 2-5/8^ OD X 3-7/8^ L B/O STL,152,ISCC-143-143,3.125,1,FALSE,24,50
2930444,9,9,116.22,46.49,Climax ISCC-143-143-KW 1 7/16^ X 1 7/16^ ID SPLIT KW Clamp Coupling STL BO,152,ISCC-143-143-KW,3.083182,1,FALSE,24,50
2930445,9,9,269.23,107.69,Climax ISCC-143-143-S 1 7/16X1 7/16 STNLS CPLG SPLIT Clamp Coupling SS,152,ISCC-143-143-S,3.076226,1,FALSE,24,50
2930446,9,9,320.18,128.07,Climax ISCC-143-143SKW 1 7/16X1 7/16 STNLS CPLG SPLIT Clamp Coupling SS,152,ISCC-143-143SKW,3.065669,1,FALSE,24,50
2930447,9,9,124.51,49.8,Climax ISCC-193-193 1 15/16^ X 1 15/16^ ID SPLIT Clamp Coupling STL BO,152,ISCC-193-193,6.6875,1,FALSE,24,50
2930448,9,9,147.39,58.96,Climax ISCC-193-193-KW 1 15/16X1 15/16 STAINLESS CPLG Clamp Coupling STL BO,152,ISCC-193-193-KW,6.669018,1,FALSE,24,50
2930449,9,9,273.02,109.21,Climax ISCC-193-193-S 1 15/16X1 15/16 STAINLESS CPLG Clamp Coupling SS,152,ISCC-193-193-S,6.649513,1,FALSE,24,50
2930450,9,9,438.31,175.32,Climax ISCC-193-193SKW 1 15/16X1 15/16 STNLS CPLG SPL Clamp Coupling SS,152,ISCC-193-193SKW,6.631136,1,FALSE,24,50
