ID</li></ul>,ADDITIONAL_DESCRIPTION</li></ul>
5060945</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.59 lb</li><li>Bearing Width:0.6693 in</li><li>C0 - Static Radial Rating:3450 lbf</li><li>Cage Type:CR - Phenolic Inner Land Riding Cage</li><li>Ce - Dynamic Radial Rating:6400 lbf</li><li>D - Outer Diameter:2.8346 in</li><li>Da - Outer Ring Backing Diameter:2.570 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):19800 rpm</li><li>Limiting Speed (Oil):39600 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:1.3780 in</li><li>da - Inner Ring Backing Diameter:1.660 in</li><li>do - Ball Diameter:0.437500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5060948</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:5.88 lb</li><li>Bearing Width:1.2598 in</li><li>C0 - Static Radial Rating:25000 lbf</li><li>Cage Type:CR - Phenolic Outer Land Riding Cage</li><li>Ce - Dynamic Radial Rating:33100 lbf</li><li>Contact Angle:15 &deg;</li><li>D - Outer Diameter:6.6929 in</li><li>Da - Outer Ring Backing Diameter:6.190 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):8400 rpm</li><li>Limiting Speed (Oil):16800 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.079 in</li><li>d - Bore:3.7402 in</li><li>da - Inner Ring Backing Diameter:4.280 in</li><li>do - Ball Diameter:0.93750 in</li><li>r - Outer Ring ""To Clear"" Radius:0.079 in</li></ul>"
5061071</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:6.70 lb</li><li>Bearing Width:1.2992 in</li><li>C0 - Static Radial Rating:21200 lbf</li><li>Cage Type:CR - Phenolic Inner Land Riding Cage</li><li>Ce - Dynamic Radial Rating:25300 lbf</li><li>D - Outer Diameter:7.8740 in</li><li>Da - Outer Ring Backing Diameter:7.350 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):5810 rpm</li><li>Limiting Speed (Oil):11620 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.079 in</li><li>d - Bore:5.1181 in</li><li>da - Inner Ring Backing Diameter:5.680 in</li><li>do - Ball Diameter:0.81250 in</li><li>r - Outer Ring ""To Clear"" Radius:0.079 in</li></ul>"
5061084</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.74 lb</li><li>Bearing Width:0.7087 in</li><li>C0 - Static Radial Rating:4500 lbf</li><li>Cage Type:CR - Phenolic Inner Land Riding Cage</li><li>Ce - Dynamic Radial Rating:8130 lbf</li><li>D - Outer Diameter:3.1496 in</li><li>Da - Outer Ring Backing Diameter:2.880 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):17700 rpm</li><li>Limiting Speed (Oil):35400 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:1.5748 in</li><li>da - Inner Ring Backing Diameter:1.860 in</li><li>do - Ball Diameter:0.50000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061104</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.72 lb</li><li>Bearing Width:0.7480 in</li><li>C0 - Static Radial Rating:4820 lbf</li><li>Cage Type:CR - Phenolic Outer Land Riding Cage</li><li>Ce - Dynamic Radial Rating:8960 lbf</li><li>Contact Angle:25 &deg;</li><li>D - Outer Diameter:2.8346 in</li><li>Da - Outer Ring Backing Diameter:2.570 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):19900 rpm</li><li>Limiting Speed (Oil):39800 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:1.1811 in</li><li>da - Inner Ring Backing Diameter:1.480 in</li><li>do - Ball Diameter:0.531250 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061130</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.85 lb</li><li>Bearing Width:0.6299 in</li><li>C0 - Static Radial Rating:7350 lbf</li><li>Cage Type:CR - Phenolic Outer Land Riding Cage</li><li>Ce - Dynamic Radial Rating:7600 lbf</li><li>Contact Angle:15 &deg;</li><li>D - Outer Diameter:4.3307 in</li><li>Da - Outer Ring Backing Diameter:4.110 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):11600 rpm</li><li>Limiting Speed (Oil):23200 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:3.1496 in</li><li>da - Inner Ring Backing Diameter:3.390 in</li><li>do - Ball Diameter:0.34375 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061134</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.83 lb</li><li>Bearing Width:0.7480 in</li><li>C0 - Static Radial Rating:4550 lbf</li><li>Cage Type:CR - Phenolic Inner Land Riding Cage</li><li>Ce - Dynamic Radial Rating:8160 lbf</li><li>D - Outer Diameter:3.3465 in</li><li>Da - Outer Ring Backing Diameter:3.080 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):16000 rpm</li><li>Limiting Speed (Oil):32000 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:1.7717 in</li><li>da - Inner Ring Backing Diameter:2.060 in</li><li>do - Ball Diameter:0.50000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061135</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.94 lb</li><li>Bearing Width:0.7874 in</li><li>C0 - Static Radial Rating:5200 lbf</li><li>Cage Type:CR - Phenolic Inner Land Riding Cage</li><li>Ce - Dynamic Radial Rating:8740 lbf</li><li>D - Outer Diameter:3.5433 in</li><li>Da - Outer Ring Backing Diameter:3.280 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):14600 rpm</li><li>Limiting Speed (Oil):29200 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:1.9685 in</li><li>da - Inner Ring Backing Diameter:2.260 in</li><li>do - Ball Diameter:0.50000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061136</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:2.89 lb</li><li>Bearing Width:1.0630 in</li><li>C0 - Static Radial Rating:12700 lbf</li><li>Cage Type:Steel Cage</li><li>Ce - Dynamic Radial Rating:22400 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:4.3307 in</li><li>Da - Outer Ring Backing Diameter:3.940 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.079 in</li><li>d - Bore:1.5748 in</li><li>da - Inner Ring Backing Diameter:1.970 in</li><li>do - Ball Diameter:0.87500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.079 in</li></ul>"
5061142</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:2.51 lb</li><li>Bearing Width:1.0630 in</li><li>C0 - Static Radial Rating:10800 lbf</li><li>Cage Type:Ball Piloted, Pressed Brass Cage</li><li>Ce - Dynamic Radial Rating:17300 lbf</li><li>Contact Angle:40 &deg;</li><li>D - Outer Diameter:4.3307 in</li><li>Da - Outer Ring Backing Diameter:3.490 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.079 in</li><li>d - Bore:1.9685 in</li><li>da - Inner Ring Backing Diameter:2.848 in</li><li>do - Ball Diameter:0.75000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.079 in</li></ul>"
5061147</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:2.04 lb</li><li>Bearing Width:0.8268 in</li><li>C0 - Static Radial Rating:5850 lbf</li><li>Cage Type:Steel Cage</li><li>Ce - Dynamic Radial Rating:12000 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:3.1496 in</li><li>Da - Outer Ring Backing Diameter:2.800 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:0.9843 in</li><li>da - Inner Ring Backing Diameter:1.340 in</li><li>do - Ball Diameter:0.687500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061149</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:2.11 lb</li><li>Bearing Width:0.9055 in</li><li>C0 - Static Radial Rating:8000 lbf</li><li>Cage Type:Steel Cage</li><li>Ce - Dynamic Radial Rating:15600 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:3.5433 in</li><li>Da - Outer Ring Backing Diameter:3.190 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:1.1811 in</li><li>da - Inner Ring Backing Diameter:1.540 in</li><li>do - Ball Diameter:0.75000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061150</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:2.210 lb</li><li>Bearing Width:0.9843 in</li><li>C0 - Static Radial Rating:9650 lbf</li><li>Cage Type:Steel Cage</li><li>Ce - Dynamic Radial Rating:18000 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:3.9370 in</li><li>Da - Outer Ring Backing Diameter:3.580 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:1.3780 in</li><li>da - Inner Ring Backing Diameter:1.730 in</li><li>do - Ball Diameter:0.81250 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061158</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.780 lb</li><li>Bearing Width:0.7087 in</li><li>C0 - Static Radial Rating:5340 lbf</li><li>Cage Type:CR - Phenolic Outer Land Riding Cage</li><li>Ce - Dynamic Radial Rating:9070 lbf</li><li>Contact Angle:15 &deg;</li><li>D - Outer Diameter:3.1496 in</li><li>Da - Outer Ring Backing Diameter:2.880 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):19300 rpm</li><li>Limiting Speed (Oil):38600 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:1.5748 in</li><li>da - Inner Ring Backing Diameter:1.860 in</li><li>do - Ball Diameter:0.50000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061173</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.24 lb</li><li>Bearing Width:0.8268 in</li><li>C0 - Static Radial Rating:6550 lbf</li><li>Cage Type:CR - Phenolic Inner Land Riding Cage</li><li>Ce - Dynamic Radial Rating:10800 lbf</li><li>D - Outer Diameter:3.9370 in</li><li>Da - Outer Ring Backing Diameter:3.630 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):13300 rpm</li><li>Limiting Speed (Oil):26600 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:2.1654 in</li><li>da - Inner Ring Backing Diameter:2.490 in</li><li>do - Ball Diameter:0.562500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061174</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.60 lb</li><li>Bearing Width:0.8661 in</li><li>C0 - Static Radial Rating:8150 lbf</li><li>Cage Type:CR - Phenolic Inner Land Riding Cage</li><li>Ce - Dynamic Radial Rating:13100 lbf</li><li>D - Outer Diameter:4.3307 in</li><li>Da - Outer Ring Backing Diameter:3.990 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):12100 rpm</li><li>Limiting Speed (Oil):24200 rpm</li><li>Precision Class:ISO P4S (ABEC 7/9)</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:2.3622 in</li><li>da - Inner Ring Backing Diameter:2.730 in</li><li>do - Ball Diameter:0.62500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061183</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.63 lb</li><li>Bearing Width:0.6693 in</li><li>C0 - Static Radial Rating:4150 lbf</li><li>Cage Type:Ball Piloted, Pressed Brass Cage</li><li>Ce - Dynamic Radial Rating:6950 lbf</li><li>Contact Angle:40 &deg;</li><li>D - Outer Diameter:2.8346 in</li><li>Da - Outer Ring Backing Diameter:2.560 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):5620 rpm</li><li>Limiting Speed (Oil):7490 rpm</li><li>R - Inner Ring ""To Clear"" Radius:0.043 in</li><li>d - Bore:1.3780 in</li><li>da - Inner Ring Backing Diameter:1.530 in</li><li>do - Ball Diameter:0.437500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.043 in</li></ul>"
5061192</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.73 lb</li><li>Bearing Width:0.7087 in</li><li>C0 - Static Radial Rating:5200 lbf</li><li>Cage Type:Ball Piloted, Pressed Brass Cage</li><li>Ce - Dynamic Radial Rating:8150 lbf</li><li>Contact Angle:40 &deg;</li><li>D - Outer Diameter:3.1496 in</li><li>Da - Outer Ring Backing Diameter:2.870 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):5010 rpm</li><li>Limiting Speed (Oil):6680 rpm</li><li>R - Inner Ring ""To Clear"" Radius:0.043 in</li><li>d - Bore:1.5748 in</li><li>da - Inner Ring Backing Diameter:1.730 in</li><li>do - Ball Diameter:0.468750 in</li><li>r - Outer Ring ""To Clear"" Radius:0.043 in</li></ul>"
5061196</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.96 lb</li><li>Bearing Width:0.7480 in</li><li>C0 - Static Radial Rating:5850 lbf</li><li>Cage Type:Ball Piloted, Pressed Brass Cage</li><li>Ce - Dynamic Radial Rating:9150 lbf</li><li>Contact Angle:40 &deg;</li><li>D - Outer Diameter:3.3465 in</li><li>Da - Outer Ring Backing Diameter:3.070 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):4625 rpm</li><li>Limiting Speed (Oil):6165 rpm</li><li>R - Inner Ring ""To Clear"" Radius:0.043 in</li><li>d - Bore:1.7717 in</li><li>da - Inner Ring Backing Diameter:1.940 in</li><li>do - Ball Diameter:0.50000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.043 in</li></ul>"
5061199</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.12 lb</li><li>Bearing Width:0.7874 in</li><li>C0 - Static Radial Rating:6400 lbf</li><li>Cage Type:Ball Piloted, Pressed Brass Cage</li><li>Ce - Dynamic Radial Rating:9500 lbf</li><li>Contact Angle:40 &deg;</li><li>D - Outer Diameter:3.5433 in</li><li>Da - Outer Ring Backing Diameter:3.270 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):4300 rpm</li><li>Limiting Speed (Oil):5720 rpm</li><li>R - Inner Ring ""To Clear"" Radius:0.043 in</li><li>d - Bore:1.9685 in</li><li>da - Inner Ring Backing Diameter:2.130 in</li><li>do - Ball Diameter:0.50000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.043 in</li></ul>"
5061203</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.40 lb</li><li>Bearing Width:0.8268 in</li><li>C0 - Static Radial Rating:8150 lbf</li><li>Cage Type:Ball Piloted, Pressed Brass Cage</li><li>Ce - Dynamic Radial Rating:11800 lbf</li><li>Contact Angle:40 &deg;</li><li>D - Outer Diameter:3.9370 in</li><li>Da - Outer Ring Backing Diameter:3.680 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):3880 rpm</li><li>Limiting Speed (Oil):5170 rpm</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:2.1654 in</li><li>da - Inner Ring Backing Diameter:2.410 in</li><li>do - Ball Diameter:0.562500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061206</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.84 lb</li><li>Bearing Width:0.8661 in</li><li>C0 - Static Radial Rating:10000 lbf</li><li>Cage Type:Ball Piloted, Pressed Brass Cage</li><li>Ce - Dynamic Radial Rating:14300 lbf</li><li>Contact Angle:40 &deg;</li><li>D - Outer Diameter:4.3307 in</li><li>Da - Outer Ring Backing Diameter:3.980 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):3540 rpm</li><li>Limiting Speed (Oil):4720 rpm</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:2.3622 in</li><li>da - Inner Ring Backing Diameter:2.670 in</li><li>do - Ball Diameter:0.62500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061209</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.29 lb</li><li>Bearing Width:0.5906 in</li><li>C0 - Static Radial Rating:2120 lbf</li><li>Cage Type:Ball Piloted, Pressed Brass Cage</li><li>Ce - Dynamic Radial Rating:3750 lbf</li><li>Contact Angle:40 &deg;</li><li>D - Outer Diameter:2.0472 in</li><li>Da - Outer Ring Backing Diameter:1.810 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):7775 rpm</li><li>Limiting Speed (Oil):10370 rpm</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:0.9843 in</li><li>da - Inner Ring Backing Diameter:1.140 in</li><li>do - Ball Diameter:0.312500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061217</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.42 lb</li><li>C - Ring Width:0.8750 in</li><li>C0 - Static Radial Rating:2850 lbf</li><li>Cage Type:Snap In</li><li>Ce - Dynamic Radial Rating:5100 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:1.8504 in</li><li>Da - Outer Ring Backing Diameter:1.605 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:0.6693 in</li><li>da - Inner Ring Backing Diameter:0.870 in</li><li>do - Ball Diameter:0.31300 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061218</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.49 lb</li><li>C - Ring Width:0.8750 in</li><li>C0 - Static Radial Rating:3450 lbf</li><li>Cage Type:Snap In</li><li>Ce - Dynamic Radial Rating:6400 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:2.0472 in</li><li>Da - Outer Ring Backing Diameter:1.760 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:0.7874 in</li><li>da - Inner Ring Backing Diameter:1.000 in</li><li>do - Ball Diameter:0.37500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061219</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.81 lb</li><li>C - Ring Width:1.0000 in</li><li>C0 - Static Radial Rating:4750 lbf</li><li>Cage Type:Snap In</li><li>Ce - Dynamic Radial Rating:8500 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:2.4409 in</li><li>Da - Outer Ring Backing Diameter:2.130 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:0.9843 in</li><li>da - Inner Ring Backing Diameter:1.225 in</li><li>do - Ball Diameter:0.43800 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061221</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.35 lb</li><li>C - Ring Width:1.1880 in</li><li>C0 - Static Radial Rating:6550 lbf</li><li>Cage Type:Snap In</li><li>Ce - Dynamic Radial Rating:10600 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:2.8346 in</li><li>Da - Outer Ring Backing Diameter:2.500 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:1.1811 in</li><li>da - Inner Ring Backing Diameter:1.450 in</li><li>do - Ball Diameter:0.46900 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061223</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.35 lb</li><li>C - Ring Width:1.1880 in</li><li>C0 - Static Radial Rating:9300 lbf</li><li>Cage Type:Snap In</li><li>Ce - Dynamic Radial Rating:14000 lbf</li><li>Contact Angle:30 &deg;</li><li>D - Outer Diameter:2.8346 in</li><li>Da - Outer Ring Backing Diameter:2.500 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:1.1811 in</li><li>da - Inner Ring Backing Diameter:1.450 in</li><li>do - Ball Diameter:0.50000 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5061226</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.920 lb</li><li>C - Ring Width:1.3750 in</li><li>C0 - Static Radial Rating:8300 lbf</li><li>Cage Type:Snap In</li><li>Ce - Dynamic Radial Rating:13400 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:3.1496 in</li><li>Da - Outer Ring Backing Diameter:2.760 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:1.3780 in</li><li>da - Inner Ring Backing Diameter:1.735 in</li><li>do - Ball Diameter:0.53100 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061228</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.920 lb</li><li>C - Ring Width:1.3750 in</li><li>C0 - Static Radial Rating:10800 lbf</li><li>Cage Type:Snap In</li><li>Ce - Dynamic Radial Rating:15600 lbf</li><li>Contact Angle:30 &deg;</li><li>D - Outer Diameter:3.1496 in</li><li>Da - Outer Ring Backing Diameter:2.808 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:1.3780 in</li><li>da - Inner Ring Backing Diameter:1.950 in</li><li>do - Ball Diameter:0.53100 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
5061478</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:1.95 lb</li><li>Bearing Width:0.8661 in</li><li>C0 - Static Radial Rating:12200 lbf</li><li>Ce - Dynamic Radial Rating:17600 lbf</li><li>D - Outer Diameter:4.3307 in</li><li>Da - Outer Ring Backing Diameter:3.980 in</li><li>Design Units:METRIC</li><li>Limiting Speed (Grease):2940 rpm</li><li>Limiting Speed (Oil):3530 rpm</li><li>R - Inner Ring ""To Clear"" Radius:0.059 in</li><li>d - Bore:2.3622 in</li><li>da - Inner Ring Backing Diameter:2.670 in</li><li>do - Ball Diameter:0.62500 in</li><li>r - Outer Ring ""To Clear"" Radius:0.059 in</li></ul>"
