id,additional_description
2380133,"<h5>Specifications</h5><table class=""description-table""><tr><th>Product Type</th><td>Split Idler</td></tr><tr><th>Bore size (mm)</th><td>25</td></tr><tr><th>Number of Teeth</th><td>21</td></tr><tr><th>Construction</th><td>Two Piece Molded Sprockets</td></tr><tr><th>Material</th><td>Reinforced Polyamide</td></tr><tr><th>Chain Series</th><td>881 - 881O - 881TAB - 881OTAB - 881MOVG</td></tr><tr><th>Feature 1</th><td>Completely closed structure, easier to clean and to disinfect. </td></tr><tr><th>Weight Unit of Measure: </th><td>EA</td></tr><tr><th>Weight: </th><td>1. 04</td></tr><tr><th>Sale Qty Multiple: </th><td>1</td></tr><tr><th>No. Links/Ft. : </th><td>0</td></tr><tr><th>Product Type: </th><td>Split Idler</td></tr><tr><th>Bore size (mm): </th><td>25</td></tr><tr><th>Number of Teeth: </th><td>21</td></tr><tr><th>Construction: </th><td>Two Piece Molded Sprockets</td></tr><tr><th>Material: </th><td>Reinforced Polyamide</td></tr><tr><th>Chain Series: </th><td>881 - 881O - 881TAB - 881OTAB - 881MOVG</td></tr><tr><th>Feature 1: </th><td>Completely closed structure, easier to clean and to disinfect. </td></tr><tr><th>Feature 2: </th><td>Quick and easy replacement. </td></tr><tr><th>Feature 3: </th><td>Sprockets and idler wheels made of Steel on request. </td></tr><tr><th>Warranty: </th><td>1 year</td></tr></table>"
2380089,"<h5>Specifications</h5><table class=""description-table""><tr><th>Product Type</th><td>Split Idler</td></tr><tr><th>Bore size (mm)</th><td>25</td></tr><tr><th>Number of Teeth</th><td>21</td></tr><tr><th>Construction</th><td>Two Piece Molded Sprockets</td></tr><tr><th>Material</th><td>Polyamide</td></tr><tr><th>Chain Series</th><td>820 - 820P - 831 - LBP 831 - 831VG</td></tr><tr><th>Warranty</th><td>1 year</td></tr><tr><th>Weight Unit of Measure: </th><td>EA</td></tr><tr><th>Weight: </th><td>0. 93</td></tr><tr><th>Sale Qty Multiple: </th><td>1</td></tr><tr><th>No. Links/Ft. : </th><td>0</td></tr><tr><th>Product Type: </th><td>Split Idler</td></tr><tr><th>Bore size (mm): </th><td>25</td></tr><tr><th>Number of Teeth: </th><td>21</td></tr><tr><th>Construction: </th><td>Two Piece Molded Sprockets</td></tr><tr><th>Material: </th><td>Polyamide</td></tr><tr><th>Chain Series: </th><td>820 - 820P - 831 - LBP 831 - 831VG</td></tr><tr><th>Warranty: </th><td>1 year</td></tr></table>"
2380055,"<h5>Specifications</h5><table class=""description-table""><tr><th>Product Type</th><td>Split Sprocket</td></tr><tr><th>Bore size (mm)</th><td>40</td></tr><tr><th>Number of Teeth</th><td>21</td></tr><tr><th>Construction</th><td>Two Piece Molded Sprockets</td></tr><tr><th>Material</th><td>Reinforced Polyamide</td></tr><tr><th>Chain Series</th><td>812 - 815 - 815VG - 881M - 881MO</td></tr><tr><th>Feature 1</th><td>Completely closed structure, easier to clean and to disinfect. </td></tr><tr><th>Weight Unit of Measure: </th><td>EA</td></tr><tr><th>Weight: </th><td>1. 15</td></tr><tr><th>Sale Qty Multiple: </th><td>1</td></tr><tr><th>No. Links/Ft. : </th><td>0</td></tr><tr><th>Product Type: </th><td>Split Sprocket</td></tr><tr><th>Bore size (mm): </th><td>40</td></tr><tr><th>Number of Teeth: </th><td>21</td></tr><tr><th>Construction: </th><td>Two Piece Molded Sprockets</td></tr><tr><th>Material: </th><td>Reinforced Polyamide</td></tr><tr><th>Chain Series: </th><td>812 - 815 - 815VG - 881M - 881MO</td></tr><tr><th>Feature 1: </th><td>Completely closed structure, easier to clean and to disinfect. </td></tr><tr><th>Feature 2: </th><td>Split versions: quick and easy replacement. </td></tr><tr><th>Warranty: </th><td>1 year</td></tr></table>"
2380054,"<h5>Specifications</h5><table class=""description-table""><tr><th>Product Type</th><td>Split Sprocket</td></tr><tr><th>Bore size (mm)</th><td>40</td></tr><tr><th>Number of Teeth</th><td>21</td></tr><tr><th>Construction</th><td>Two Piece Molded Sprockets</td></tr><tr><th>Material</th><td>Reinforced Polyamide</td></tr><tr><th>Chain Series</th><td>812 - 815 - 815VG - 881M - 881MO</td></tr><tr><th>Feature 1</th><td>Completely closed structure, easier to clean and to disinfect. </td></tr><tr><th>Weight Unit of Measure: </th><td>EA</td></tr><tr><th>Weight: </th><td>1. 15</td></tr><tr><th>Sale Qty Multiple: </th><td>1</td></tr><tr><th>No. Links/Ft. : </th><td>0</td></tr><tr><th>Product Type: </th><td>Split Sprocket</td></tr><tr><th>Bore size (mm): </th><td>40</td></tr><tr><th>Number of Teeth: </th><td>21</td></tr><tr><th>Construction: </th><td>Two Piece Molded Sprockets</td></tr><tr><th>Material: </th><td>Reinforced Polyamide</td></tr><tr><th>Chain Series: </th><td>812 - 815 - 815VG - 881M - 881MO</td></tr><tr><th>Feature 1: </th><td>Completely closed structure, easier to clean and to disinfect. </td></tr><tr><th>Feature 2: </th><td>Split versions: quick and easy replacement. </td></tr><tr><th>Warranty: </th><td>1 year</td></tr></table>"
