id,additional_description
403483,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5231-273-002</td></tr><tr><th>Description: </th><td>EP-825/Electro Pack</td></tr><tr><th>Product Family: </th><td>Packaged Shaft &amp; Foot Mounted</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model Number</th><td>EP-825</td></tr><tr><th>Description</th><td>Electro Pack</td></tr><tr><th>Series</th><td>EP</td></tr><tr><th>Voltage (DC)</th><td>90</td></tr><tr><th>Mounting</th><td>Foot</td></tr><tr><th>Family</th><td>Packaged Shaft &amp; Foot Mounted</td></tr><tr><th>Bore / Shaft Size (in. )</th><td>1. 125</td></tr><tr><th>Max. RPM</th><td>3, 600</td></tr><tr><th>Static Torque Brake (ft-lb)</th><td>125</td></tr><tr><th>Keyway (in. )</th><td>. 25 sq. Key</td></tr><tr><th>Static Torque Clutch (ft-lb)</th><td>125</td></tr></tbody></table>"
401789,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5371-273-029</td></tr><tr><th>Description: </th><td>EUM-210-1020/Enclosed UniModule</td></tr><tr><th>Product Family: </th><td>Packaged NEMA C-faced</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model</th><td>EUM-210-1020</td></tr><tr><th>Function</th><td>Motor Clutch/Brake</td></tr><tr><th>NEMA Frame</th><td>213C/182TC, 215C/184TC</td></tr><tr><th>Voltage (DC)</th><td>24</td></tr><tr><th>Torque (lb-ft)</th><td>95</td></tr><tr><th>Friction Faces</th><td>Std</td></tr><tr><th>Input/Output</th><td>Hollow Bore/Shaft</td></tr><tr><th>Housing</th><td>Enclosed</td></tr></tbody></table>"
401783,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5371-273-009</td></tr><tr><th>Description: </th><td>UM-210-2030/UniModule</td></tr><tr><th>Product Family: </th><td>Packaged NEMA C-faced</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model</th><td>UM-210-2030</td></tr><tr><th>Function</th><td>Input Clutch/Brake</td></tr><tr><th>NEMA Frame</th><td>213C/182TC, 215C/184TC</td></tr><tr><th>Voltage (DC)</th><td>24</td></tr><tr><th>Torque (lb-ft)</th><td>95</td></tr><tr><th>Friction Faces</th><td>Std</td></tr><tr><th>Input/Output</th><td>Shaft/Shaft</td></tr><tr><th>Housing</th><td>Open</td></tr></tbody></table>"
401782,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5371-273-008</td></tr><tr><th>Description: </th><td>UM-210-2030/UniModule</td></tr><tr><th>Product Family: </th><td>Packaged NEMA C-faced</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model</th><td>UM-210-2030</td></tr><tr><th>Function</th><td>Input Clutch/Brake</td></tr><tr><th>NEMA Frame</th><td>213C/182TC, 215C/184TC</td></tr><tr><th>Voltage (DC)</th><td>90</td></tr><tr><th>Torque (lb-ft)</th><td>95</td></tr><tr><th>Friction Faces</th><td>Std</td></tr><tr><th>Input/Output</th><td>Shaft/Shaft</td></tr><tr><th>Housing</th><td>Open</td></tr></tbody></table>"
401769,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5371-273-044</td></tr><tr><th>Description: </th><td>UM-215-2030/UniModule</td></tr><tr><th>Product Family: </th><td>Packaged NEMA C-faced</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model</th><td>UM-215-2030</td></tr><tr><th>Function</th><td>Input Clutch/Brake</td></tr><tr><th>NEMA Frame</th><td>213TC/215TC</td></tr><tr><th>Voltage (DC)</th><td>24</td></tr><tr><th>Torque (lb-ft)</th><td>95</td></tr><tr><th>Friction Faces</th><td>Std</td></tr><tr><th>Input/Output</th><td>Shaft/Shaft</td></tr><tr><th>Housing</th><td>Open</td></tr></tbody></table>"
401746,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5371-273-004</td></tr><tr><th>Description: </th><td>UM-210-1020/UniModule</td></tr><tr><th>Product Family: </th><td>Packaged NEMA C-faced</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model</th><td>UM-210-1020</td></tr><tr><th>Function</th><td>Motor Clutch/Brake</td></tr><tr><th>NEMA Frame</th><td>213C/182TC, 215C/184TC</td></tr><tr><th>Voltage (DC)</th><td>24</td></tr><tr><th>Torque (lb-ft)</th><td>95</td></tr><tr><th>Friction Faces</th><td>Std</td></tr><tr><th>Input/Output</th><td>Hollow Bore/Shaft</td></tr><tr><th>Housing</th><td>Open</td></tr></tbody></table>"
400828,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5371-273-045</td></tr><tr><th>Description: </th><td>UM-215-2030/UniModule</td></tr><tr><th>Product Family: </th><td>Packaged NEMA C-faced</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model</th><td>UM-215-2030</td></tr><tr><th>Function</th><td>Input Clutch/Brake</td></tr><tr><th>NEMA Frame</th><td>213TC/215TC</td></tr><tr><th>Voltage (DC)</th><td>90</td></tr><tr><th>Torque (lb-ft)</th><td>95</td></tr><tr><th>Friction Faces</th><td>Std</td></tr><tr><th>Input/Output</th><td>Shaft/Shaft</td></tr><tr><th>Housing</th><td>Open</td></tr></tbody></table>"
399896,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5371-273-083</td></tr><tr><th>Description: </th><td>EUM-215-1020/Enclosed UniModule</td></tr><tr><th>Product Family: </th><td>Packaged NEMA C-faced</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model</th><td>EUM-215-1020</td></tr><tr><th>Function</th><td>Motor Clutch/Brake</td></tr><tr><th>NEMA Frame</th><td>213TC/215TC</td></tr><tr><th>Voltage (DC)</th><td>24</td></tr><tr><th>Torque (lb-ft)</th><td>95</td></tr><tr><th>Friction Faces</th><td>Std</td></tr><tr><th>Input/Output</th><td>Hollow Bore/Shaft</td></tr><tr><th>Housing</th><td>Enclosed</td></tr></tbody></table>"
399006,"<table class=""description-table""><tbody><tr><th>Item Number: </th><td>5371-273-027</td></tr><tr><th>Description: </th><td>EUM-210-1020/Enclosed UniModule</td></tr><tr><th>Product Family: </th><td>Packaged NEMA C-faced</td></tr></tbody></table><h5>Specifications</h5><table class=""description-table""><tbody><tr><th>Model</th><td>EUM-210-1020</td></tr><tr><th>Function</th><td>Motor Clutch/Brake</td></tr><tr><th>NEMA Frame</th><td>213C/182TC, 215C/184TC</td></tr><tr><th>Voltage (DC)</th><td>90</td></tr><tr><th>Torque (lb-ft)</th><td>95</td></tr><tr><th>Friction Faces</th><td>Std</td></tr><tr><th>Input/Output</th><td>Hollow Bore/Shaft</td></tr><tr><th>Housing</th><td>Enclosed</td></tr></tbody></table>"
