id,minimum_order_qty,ship_qty,buy_qty,image,,,,
2538457,10,10,10,http:/www.midlandindustrial.com/photos/95318.jpg,,,,
2540870,10,10,10,http:/www.midlandindustrial.com/photos/FS6.jpg,,,,
2538435,10,10,10,http:/www.midlandindustrial.com/photos/93014.jpg,,,,
2538336,10,10,10,http:/www.midlandindustrial.com/photos/FLJS203.jpg,,,,
2537945,10,10,10,http:/www.midlandindustrial.com/photos/600104.jpg,,,,
2538073,10,10,10,http:/www.midlandindustrial.com/photos/500056.jpg,,,,
2538285,10,10,10,http:/www.midlandindustrial.com/photos/K24.jpg,,,,
2537964,10,10,10,http:/www.midlandindustrial.com/photos/611080.jpg,,,,
2538438,10,10,10,http:/www.midlandindustrial.com/photos/93017.jpg,,,,
2538460,10,10,10,http:/www.midlandindustrial.com/photos/95321.jpg,,,,
2538275,10,10,10,http:/www.midlandindustrial.com/photos/FS7.jpg,,,,
2538458,10,10,10,http:/www.midlandindustrial.com/photos/95319.jpg,,,,
2540893,10,10,10,http:/www.midlandindustrial.com/photos/FS6.jpg,,,,
2538277,10,10,10,http:/www.midlandindustrial.com/photos/FS9.jpg,,,,
2538260,10,10,10,http:/www.midlandindustrial.com/photos/FS10.jpg,,,,
2538338,10,10,10,http:/www.midlandindustrial.com/photos/FLJS205.jpg,,,,
2538459,10,10,10,http:/www.midlandindustrial.com/photos/95320.jpg,,,,
2538332,10,10,10,http:/www.midlandindustrial.com/photos/FLJ327.jpg,,,,
2538262,10,10,10,http:/www.midlandindustrial.com/photos/FS12.jpg,,,,
2540884,10,10,10,http:/www.midlandindustrial.com/photos/FS6.jpg,,,,
2540887,10,10,10,http:/www.midlandindustrial.com/photos/FS6.jpg,,,,
2538250,10,10,10,http:/www.midlandindustrial.com/photos/F28.jpg,,,,
2538377,10,10,10,http:/www.midlandindustrial.com/photos/88050.jpg,,,,
