"ID","DETAIL_ATTRIBUTES"
478740,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:5,500 lb-in / 621 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):11.00|Length (in):11.00|Major Diameter of Coupling:9.50 in / 241mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:17.846|Volume unit:CDM|Width (in):9.00"
478741,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:5,500 lb-in / 621 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):11.00|Length (in):11.00|Major Diameter of Coupling:9.50 in / 241mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:17.846|Volume unit:CDM|Width (in):9.00"
478742,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:5,500 lb-in / 621 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):11.00|Length (in):11.00|Major Diameter of Coupling:9.50 in / 241mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:17.846|Volume unit:CDM|Width (in):9.00"
478743,"Assembled with High Speed Rings:True|Capscrews:Standard Imperial|Continuous Torque Rating:5,500 lb-in / 621 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):11.00|Length (in):11.00|Major Diameter of Coupling:9.50 in / 241mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:17.846|Volume unit:CDM|Width (in):9.00"
478747,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:7,650 lb-in / 864 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):9.00|Length (in):9.00|Major Diameter of Coupling:11.00 in / 280mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478748,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:7,650 lb-in / 864 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):13.00|Length (in):12.00|Major Diameter of Coupling:11.00 in / 280mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.307|Volume unit:Hectoliter|Width (in):12.00"
478749,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:7,650 lb-in / 864 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):13.00|Length (in):12.00|Major Diameter of Coupling:11.00 in / 280mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.307|Volume unit:Hectoliter|Width (in):12.00"
478750,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:7,650 lb-in / 864 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):13.00|Length (in):12.00|Major Diameter of Coupling:11.00 in / 280mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.307|Volume unit:Hectoliter|Width (in):12.00"
478751,"Assembled with High Speed Rings:True|Capscrews:Standard Imperial|Continuous Torque Rating:7,650 lb-in / 864 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):13.00|Length (in):12.00|Major Diameter of Coupling:11.00 in / 280mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.307|Volume unit:Hectoliter|Width (in):12.00"
478756,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:12,500 lb-in / 1,412 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):13.00|Length (in):12.00|Major Diameter of Coupling:12.50 in / 318mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.307|Volume unit:Hectoliter|Width (in):12.00"
478757,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:12,500 lb-in / 1,412 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):24.00|Length (in):24.00|Major Diameter of Coupling:12.50 in / 318mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:2.265|Volume unit:Hectoliter|Width (in):24.00"
478758,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:12,500 lb-in / 1,412 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):24.00|Length (in):24.00|Major Diameter of Coupling:12.50 in / 318mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:2.265|Volume unit:Hectoliter|Width (in):24.00"
478759,"Assembled with High Speed Rings:True|Capscrews:Standard Imperial|Continuous Torque Rating:12,500 lb-in / 1,412 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):14.00|Length (in):15.00|Major Diameter of Coupling:12.50 in / 318mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.516|Volume unit:Hectoliter|Width (in):15.00"
478760,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:12,500 lb-in / 1,412 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):24.00|Length (in):24.00|Major Diameter of Coupling:12.50 in / 318mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:2.265|Volume unit:Hectoliter|Width (in):24.00"
478762,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:22,125 lb-in / 2,500 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):13.00|Length (in):17.00|Major Diameter of Coupling:14.00 in / 356mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.616|Volume unit:Hectoliter|Width (in):17.00"
478763,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:27,650 lb-in / 3,124 Nm|Coupling Style:Spacer|Element Material:Heavy Duty Yellow (HDY)|Element Style:+25% Greater Torque Capacity|Height (in):13.00|Length (in):14.00|Major Diameter of Coupling:14.00 in / 356mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:41.754|Volume unit:CDM|Width (in):14.00"
478764,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:22,125 lb-in / 2,500 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):13.00|Length (in):14.00|Major Diameter of Coupling:14.00 in / 356mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:41.754|Volume unit:CDM|Width (in):14.00"
478765,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:22,125 lb-in / 2,500 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):13.00|Length (in):14.00|Major Diameter of Coupling:14.00 in / 356mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:41.754|Volume unit:CDM|Width (in):14.00"
478766,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:22,125 lb-in / 2,500 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):13.00|Length (in):14.00|Major Diameter of Coupling:14.00 in / 356mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:41.754|Volume unit:CDM|Width (in):14.00"
478767,"Assembled with High Speed Rings:True|Capscrews:Standard Imperial|Continuous Torque Rating:22,125 lb-in / 2,500 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):13.00|Length (in):17.00|Major Diameter of Coupling:14.00 in / 356mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.616|Volume unit:Hectoliter|Width (in):17.00"
478769,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:39,500 lb-in / 4,463 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):16.00|Length (in):18.00|Major Diameter of Coupling:16.00 in / 406mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.085|Volume unit:Cubic meter|Width (in):18.00"
478770,"Assembled with High Speed Rings:False|Capscrews:Standard Imperial|Continuous Torque Rating:39,500 lb-in / 4,463 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):16.00|Length (in):16.00|Major Diameter of Coupling:16.00 in / 406mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.545|Volume unit:Hectoliter|Width (in):13.00"
478771,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:39,500 lb-in / 4,463 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):13.00|Length (in):14.00|Major Diameter of Coupling:16.00 in / 406mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:41.754|Volume unit:CDM|Width (in):14.00"
478772,"Assembled with High Speed Rings:False|Capscrews:Metric Capscrews|Continuous Torque Rating:39,500 lb-in / 4,463 Nm|Coupling Style:Spacer|Element Material:Hydrolytically Stable Urethane (HSU)|Element Style:Hot & Humid Environment Resistance|Height (in):13.00|Length (in):14.00|Major Diameter of Coupling:16.00 in / 406mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:41.754|Volume unit:CDM|Width (in):14.00"
478773,"Assembled with High Speed Rings:True|Capscrews:Standard Imperial|Continuous Torque Rating:39,500 lb-in / 4,463 Nm|Coupling Style:Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):16.00|Length (in):18.00|Major Diameter of Coupling:16.00 in / 406mm|Product:Omega Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.085|Volume unit:Cubic meter|Width (in):18.00"
478774,"Capscrews:Standard Imperial|Continuous Torque Rating:925 lb-in / 105 Nm|Coupling Style:Half Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):8.00|Length (in):8.00|Major Diameter of Coupling:5.38 in / 137mm|Product:Omega Half Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:8.39|Volume unit:CDM|Width (in):8.00"
478775,"Capscrews:Standard Imperial|Continuous Torque Rating:550 lb-in / 62 Nm|Coupling Style:Half Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):7.00|Length (in):7.00|Major Diameter of Coupling:4.56 in / 116mm|Product:Omega Half Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:5.621|Volume unit:CDM|Width (in):7.00"
478777,"Capscrews:Standard Imperial|Continuous Torque Rating:3,650 lb-in / 412 Nm|Coupling Style:Half Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):12.00|Length (in):12.00|Major Diameter of Coupling:8.25 in / 210mm|Product:Omega Half Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.283|Volume unit:Hectoliter|Width (in):12.00"
478778,"Capscrews:Standard Imperial|Continuous Torque Rating:22,125 lb-in / 2,500 Nm|Coupling Style:Half Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):14.00|Length (in):14.00|Major Diameter of Coupling:14.00 in / 356mm|Product:Omega Half Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:0.045|Volume unit:Cubic meter|Width (in):14.00"
478779,"Capscrews:Standard Imperial|Continuous Torque Rating:2,300 lb-in / 260 Nm|Coupling Style:Half Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):9.00|Length (in):9.00|Major Diameter of Coupling:7.25 in / 184mm|Product:Omega Half Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:11.946|Volume unit:CDM|Width (in):9.00"
478780,"Capscrews:Standard Imperial|Continuous Torque Rating:1,450 lb-in / 164 Nm|Coupling Style:Half Spacer|Element Material:Urethane (Orange)|Element Style:High Misalignment|Height (in):7.00|Length (in):7.00|Major Diameter of Coupling:6.38 in / 163mm|Product:Omega Half Spacer Elastomeric Elements|Rexnord California's Proposition 65 Policy:True|Series:Elements-Flexible|Shoe Coating:Standard Coating|Volume:5.621|Volume unit:CDM|Width (in):7.00"
478794,"Height (in):9.00|Hub Barrel Outside Diameter:1.64 in|Hub Bore Fit:Rough Bore|Hub Length:0.940 in|Hub Material:Steel|Hub Shoulder Diameter:1.850 in|Hub Straight Bore Diameter [Max]:1.125 in / 28mm|Hub Straight Bore Diameter [Min]:0.375 in / 10mm|Hub Straight Bore Diameter [Nom]:Rough Bore|Hub Style:Rough Stock Bore (HRB)|Length (in):9.00|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478796,"Height (in):1.00|Hub Barrel Outside Diameter:1.64 in|Hub Bore Fit:Rough Bore|Hub Length:0.94 in|Hub Material:Steel|Hub Shoulder Diameter:1.850 in|Hub Straight Bore Diameter [Max]:1.125 in / 28mm|Hub Straight Bore Diameter [Min]:0.375 in / 10mm|Hub Straight Bore Diameter [Nom]:Rough Bore|Hub Style:Rough Stock Bore (HRB)|Length (in):2.00|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:4|Volume unit:Cubic inch|Width (in):2.00"
478808,"Height (in):9.00|Hub Barrel Outside Diameter:1.64 in|Hub Bore Fit:Clearance|Hub Length:0.940 in|Hub Material:Steel|Hub Shoulder Diameter:1.850 in|Hub Straight Bore Diameter [Max]:0.6260 in|Hub Straight Bore Diameter [Min]:0.6250 in|Hub Straight Bore Diameter [Nom]:0.6250 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478809,"Height (in):9.00|Hub Barrel Outside Diameter:1.64 in|Hub Bore Fit:Clearance|Hub Length:0.940 in|Hub Material:Steel|Hub Shoulder Diameter:1.850 in|Hub Straight Bore Diameter [Max]:0.7510 in|Hub Straight Bore Diameter [Min]:0.7500 in|Hub Straight Bore Diameter [Nom]:0.7500 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478819,"Height (in):9.00|Hub Barrel Outside Diameter:1.64 in|Hub Bore Fit:Clearance|Hub Length:0.940 in|Hub Material:Steel|Hub Shoulder Diameter:1.850 in|Hub Straight Bore Diameter [Max]:0.8760 in|Hub Straight Bore Diameter [Min]:0.8750 in|Hub Straight Bore Diameter [Nom]:0.8750 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478820,"Height (in):9.00|Hub Barrel Outside Diameter:1.64 in|Hub Bore Fit:Clearance|Hub Length:0.940 in|Hub Material:Steel|Hub Shoulder Diameter:1.850 in|Hub Straight Bore Diameter [Max]:1.0010 in|Hub Straight Bore Diameter [Min]:1.0000 in|Hub Straight Bore Diameter [Nom]:1.0000 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.1250 in|Keyway Fit:Commercial|Keyway Width:0.2500 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478824,"Height (in):9.00|Hub Barrel Outside Diameter:1.64 in|Hub Bore Fit:Clearance|Hub Length:0.940 in|Hub Material:Steel|Hub Shoulder Diameter:1.850 in|Hub Straight Bore Diameter [Max]:1.1260 in|Hub Straight Bore Diameter [Min]:1.1250 in|Hub Straight Bore Diameter [Nom]:1.1250 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.1250 in|Keyway Fit:Commercial|Keyway Width:0.2500 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478825,"Height (in):9.00|Hub Barrel Outside Diameter:1.99 in|Hub Bore Fit:Rough Bore|Hub Length:1.500 in|Hub Material:Steel|Hub Shoulder Diameter:2.320 in|Hub Straight Bore Diameter [Max]:1.375 in / 34mm|Hub Straight Bore Diameter [Min]:0.375 in / 10mm|Hub Straight Bore Diameter [Nom]:Rough Bore|Hub Style:Rough Stock Bore (HRB)|Length (in):9.00|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478827,"Height (in):2.00|Hub Barrel Outside Diameter:1.99 in|Hub Bore Fit:Rough Bore|Hub Length:1.50 in|Hub Material:Steel|Hub Shoulder Diameter:2.320 in|Hub Straight Bore Diameter [Max]:1.375 in / 34mm|Hub Straight Bore Diameter [Min]:0.375 in / 10mm|Hub Straight Bore Diameter [Nom]:Rough Bore|Hub Style:Rough Stock Bore (HRB)|Length (in):1.00|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:4|Volume unit:Cubic inch|Width (in):2.00"
478828,"Height (in):9.00|Hub Barrel Outside Diameter:1.99 in|Hub Bore Fit:Clearance|Hub Length:1.500 in|Hub Material:Steel|Hub Shoulder Diameter:2.320 in|Hub Straight Bore Diameter [Max]:0.6260 in|Hub Straight Bore Diameter [Min]:0.6250 in|Hub Straight Bore Diameter [Nom]:0.6250 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478829,"Height (in):9.00|Hub Barrel Outside Diameter:1.99 in|Hub Bore Fit:Clearance|Hub Length:1.500 in|Hub Material:Steel|Hub Shoulder Diameter:2.320 in|Hub Straight Bore Diameter [Max]:0.7510 in|Hub Straight Bore Diameter [Min]:0.7500 in|Hub Straight Bore Diameter [Nom]:0.7500 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478830,"Height (in):9.00|Hub Barrel Outside Diameter:1.99 in|Hub Bore Fit:Clearance|Hub Length:1.500 in|Hub Material:Steel|Hub Shoulder Diameter:2.320 in|Hub Straight Bore Diameter [Max]:0.8760 in|Hub Straight Bore Diameter [Min]:0.8750 in|Hub Straight Bore Diameter [Nom]:0.8750 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478831,"Height (in):9.00|Hub Barrel Outside Diameter:1.99 in|Hub Bore Fit:Clearance|Hub Length:1.500 in|Hub Material:Steel|Hub Shoulder Diameter:2.320 in|Hub Straight Bore Diameter [Max]:1.0010 in|Hub Straight Bore Diameter [Min]:1.0000 in|Hub Straight Bore Diameter [Nom]:1.0000 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.1250 in|Keyway Fit:Commercial|Keyway Width:0.2500 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478833,"Height (in):9.00|Hub Barrel Outside Diameter:1.99 in|Hub Bore Fit:Clearance|Hub Length:1.500 in|Hub Material:Steel|Hub Shoulder Diameter:2.320 in|Hub Straight Bore Diameter [Max]:1.2510 in|Hub Straight Bore Diameter [Min]:1.2500 in|Hub Straight Bore Diameter [Nom]:1.2500 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.1250 in|Keyway Fit:Commercial|Keyway Width:0.2500 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478834,"Height (in):9.00|Hub Barrel Outside Diameter:1.99 in|Hub Bore Fit:Clearance|Hub Length:1.500 in|Hub Material:Steel|Hub Shoulder Diameter:2.320 in|Hub Straight Bore Diameter [Max]:1.3760 in|Hub Straight Bore Diameter [Min]:1.3750 in|Hub Straight Bore Diameter [Nom]:1.3750 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.1563 in|Keyway Fit:Commercial|Keyway Width:0.3123 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478835,"Height (in):9.00|Hub Barrel Outside Diameter:2.36 in|Hub Bore Fit:Rough Bore|Hub Length:1.690 in|Hub Material:Steel|Hub Shoulder Diameter:2.600 in|Hub Straight Bore Diameter [Max]:1.625 in / 42mm|Hub Straight Bore Diameter [Min]:0.375 in / 10mm|Hub Straight Bore Diameter [Nom]:Rough Bore|Hub Style:Rough Stock Bore (HRB)|Length (in):9.00|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
478837,"Height (in):2.00|Hub Barrel Outside Diameter:2.36 in|Hub Bore Fit:Rough Bore|Hub Length:1.69 in|Hub Material:Steel|Hub Shoulder Diameter:2.600 in|Hub Straight Bore Diameter [Max]:1.625 in / 42mm|Hub Straight Bore Diameter [Min]:0.375 in / 10mm|Hub Straight Bore Diameter [Nom]:Rough Bore|Hub Style:Rough Stock Bore (HRB)|Length (in):1.00|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:4|Volume unit:Cubic inch|Width (in):2.00"
478838,"Height (in):2.00|Hub Barrel Outside Diameter:2.36 in|Hub Bore Fit:Clearance|Hub Length:1.690 in|Hub Material:Steel|Hub Shoulder Diameter:2.600 in|Hub Straight Bore Diameter [Max]:0.6260 in|Hub Straight Bore Diameter [Min]:0.6250 in|Hub Straight Bore Diameter [Nom]:0.6250 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):1.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:4|Volume unit:Cubic inch|Width (in):2.00"
478839,"Height (in):2.00|Hub Barrel Outside Diameter:2.36 in|Hub Bore Fit:Clearance|Hub Length:1.690 in|Hub Material:Steel|Hub Shoulder Diameter:2.600 in|Hub Straight Bore Diameter [Max]:0.7510 in|Hub Straight Bore Diameter [Min]:0.7500 in|Hub Straight Bore Diameter [Nom]:0.7500 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):1.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:4|Volume unit:Cubic inch|Width (in):2.00"
478840,"Height (in):9.00|Hub Barrel Outside Diameter:2.36 in|Hub Bore Fit:Clearance|Hub Length:1.690 in|Hub Material:Steel|Hub Shoulder Diameter:2.600 in|Hub Straight Bore Diameter [Max]:0.8760 in|Hub Straight Bore Diameter [Min]:0.8750 in|Hub Straight Bore Diameter [Nom]:0.8750 in|Hub Style:Standard Bore (HSB)|Keyway Depth:0.0938 in|Keyway Fit:Commercial|Keyway Width:0.1875 in|Length (in):9.00|Number Of Set Screws:1|Number of Keyways:1|Product:Omega Hubs|Rexnord California's Proposition 65 Policy:True|Series:Hubs|Volume:2.104|Volume unit:GLL|Width (in):6.00"
