ID,ATTRIBUTES
485601,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485602,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485603,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485604,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485605,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION
485606,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485607,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485608,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485609,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485610,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485611,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485612,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485614,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485615,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485616,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485617,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485618,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485620,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485621,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485622,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485623,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485624,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485625,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485626,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485628,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485629,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485630,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485631,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485632,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485633,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485634,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485635,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485636,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485637,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485638,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485639,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485640,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485641,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
485642,Bearing Type:CYLINDRICAL ROLLER BRG|Clearance:SEE DESCRIPTION|Locking:DIRECT SHAFT MOUNT
