"ID","NAME","URL","DOC_TYPE"
2294398,"Installation manual","https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_15-111E.pdf","1"
2294399,"Installation manual","https://cdnmedia.regalbeloit.com/images/d120001/medias/docus/4402/InstallationManuals_Form_15-111E.pdf","1"
