"id", "catalog_number", "attributes", "detail_attributes"
"783141","41199","","Rivet Quantity:2000|With Washers:No|Rivet Size:I|Package Configuration:Bucket|Rivet Material:Steel|Weight (kg):11.75|Weight (lbs):25.9"
"783140","41198","","Rivet Quantity:2000|With Washers:No|Rivet Size:H|Package Configuration:Bucket|Rivet Material:Steel|Weight (kg):11.39|Weight (lbs):25.1"
"783136","41187","",""
"783134","41179","",""
"783132","41168","",""
"783130","41153","",""
"783128","41152","",""
"783127","41149","",""
"783125","41148","",""
"783124","41139","",""
"783122","41138","",""
"783120","41126","",""
"783118","41124","",""
"783116","41123","",""
"783115","41119","",""
"783113","41118","",""
"783112","41117","",""
"783110","41116","",""
"783108","41115","",""
"783107","41107","",""
"783105","41099","",""
"783104","41098","",""
"783102","41097","",""
"783101","41089","",""
"783099","41078","",""
"783098","41077","",""
"783080","40971","",""
"783078","40969","",""
"783075","40961","",""
"783073","40959","",""
"783071","40958","",""
"783069","40957","",""
"783067","40956","",""
"783066","40955","",""
"783057","40901","",""
"783056","40899","",""
"783054","40898","",""
"783052","40897","",""
"783051","40895","",""
"783049","40893","",""
"783047","40892","",""
"783045","40891","",""
"783044","40882","",""
"783034","40791","Width (in):42|Thickness (in):3/16-21/32","Belt Thickness (in):3/16-21/32|Package Configuration:4 Fastener Strips and Hold Down Assembly Clips|Fastener Material:Stainless (Type 316)|Mechanical Fastener Rating (P.I.W):400|Belt Thickness (mm):5-17|Belt Width (in):42|Belt Width (mm):1050|Mechanical Fastener Rating (kN/m):70|Minimum Pulley Diameter (in):14|Weight (kg):3.18|Weight (lbs):7.0|Minimum Pulley Diameter (mm):350"
"783032","40790","Width (in):36|Thickness (in):3/16-21/32","Belt Thickness (in):3/16-21/32|Package Configuration:4 Fastener Strips and Hold Down Assembly Clips|Fastener Material:Stainless (Type 316)|Mechanical Fastener Rating (P.I.W):400|Belt Thickness (mm):5-17|Belt Width (in):36|Belt Width (mm):900|Mechanical Fastener Rating (kN/m):70|Minimum Pulley Diameter (in):14|Weight (kg):3.18|Weight (lbs):7.0|Minimum Pulley Diameter (mm):350"
"783030","40787","Width (in):30|Thickness (in):3/16-21/32","Belt Thickness (in):3/16-21/32|Package Configuration:4 Fastener Strips and Hold Down Assembly Clips|Fastener Material:Stainless (Type 316)|Mechanical Fastener Rating (P.I.W):400|Belt Thickness (mm):5-17|Belt Width (in):30|Belt Width (mm):750|Mechanical Fastener Rating (kN/m):70|Minimum Pulley Diameter (in):14|Weight (kg):2.59|Weight (lbs):5.7|Minimum Pulley Diameter (mm):350"
"783028","40785","",""
"783026","40784","",""
"783024","40783","",""
"783023","40782","",""
"783022","40776","",""
"783020","40775","",""
"783019","40773","",""
"783017","40771","",""
"783016","40769","Width (in):24|Thickness (in):3/16-21/32","Belt Thickness (in):3/16-21/32|Package Configuration:4 Fastener Strips and Hold Down Assembly Clips|Fastener Material:Stainless (Type 316)|Mechanical Fastener Rating (P.I.W):400|Belt Thickness (mm):5-17|Belt Width (in):24|Belt Width (mm):600|Mechanical Fastener Rating (kN/m):70|Minimum Pulley Diameter (in):14|Weight (kg):2.09|Weight (lbs):4.6|Minimum Pulley Diameter (mm):350"
"783013","40684","Width (in):42|Thickness (in):3/16-21/32","Belt Thickness (in):3/16-21/32|Package Configuration:4 Fastener Strips and Hold Down Assembly Clips|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):400|Belt Thickness (mm):5-17|Belt Width (in):42|Belt Width (mm):1050|Mechanical Fastener Rating (kN/m):70|Minimum Pulley Diameter (in):14|Weight (kg):3.18|Weight (lbs):7.0|Minimum Pulley Diameter (mm):350"
"783012","40683","Width (in):36|Thickness (in):3/16-21/32","Belt Thickness (in):3/16-21/32|Package Configuration:4 Fastener Strips and Hold Down Assembly Clips|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):400|Belt Thickness (mm):5-17|Belt Width (in):36|Belt Width (mm):900|Mechanical Fastener Rating (kN/m):70|Minimum Pulley Diameter (in):14|Weight (kg):3.18|Weight (lbs):7.0|Minimum Pulley Diameter (mm):350"
"783011","40682","Width (in):30|Thickness (in):3/16-21/32","Belt Thickness (in):3/16-21/32|Package Configuration:4 Fastener Strips and Hold Down Assembly Clips|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):400|Belt Thickness (mm):5-17|Belt Width (in):30|Belt Width (mm):750|Mechanical Fastener Rating (kN/m):70|Minimum Pulley Diameter (in):14|Weight (kg):2.59|Weight (lbs):5.7|Minimum Pulley Diameter (mm):350"
"783006","40658","Width (in):24|Thickness (in):3/16-21/32","Belt Thickness (in):3/16-21/32|Package Configuration:4 Fastener Strips and Hold Down Assembly Clips|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):400|Belt Thickness (mm):5-17|Belt Width (in):24|Belt Width (mm):600|Mechanical Fastener Rating (kN/m):70|Minimum Pulley Diameter (in):14|Weight (kg):2.09|Weight (lbs):4.6|Minimum Pulley Diameter (mm):350"
"783003","40652","",""
"782967","40199","","Weight (kg):0.1|Package Configuration:Hinge Pin Retaining Collar|Weight (lbs):0.2"
"782966","40198","","Weight (kg):0.1|Package Configuration:Hinge Pin Retaining Collar|Weight (lbs):0.2"
"782923","39938","Width (in):42","Hinge Pin Diameter (in):7/32|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):3.5|Weight (lbs):7.8|Minimum Pulley Diameter (mm):230"
"782921","39935","Width (in):36","Hinge Pin Diameter (in):7/32|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):2.9|Weight (lbs):6.5|Minimum Pulley Diameter (mm):230"
"782919","39917","Width (in):30","Hinge Pin Diameter (in):7/32|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):2.5|Weight (lbs):5.5|Minimum Pulley Diameter (mm):230"
"782917","39904","Width (in):24","Hinge Pin Diameter (in):7/32|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):2.0|Weight (lbs):4.3|Minimum Pulley Diameter (mm):230"
"782915","39855","Width (in):60","Hinge Pin Diameter (in):7/32|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):60|Belt Width (mm):1500|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):5.2|Weight (lbs):11.4|Minimum Pulley Diameter (mm):230"
"782913","39842","Width (in):48","Hinge Pin Diameter (in):7/32|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):4.0|Weight (lbs):8.8|Minimum Pulley Diameter (mm):230"
"782909","39675","Width (in):18","Hinge Pin Diameter (in):7/32|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):18|Belt Width (mm):450|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):1.5|Weight (lbs):3.3|Minimum Pulley Diameter (mm):230"
"782907","39629","",""
"782905","39628","",""
"782903","39627","",""
"782901","39626","",""
"782900","39625","",""
"782898","39624","",""
"782895","39617","",""
"782894","39615","",""
"782892","39613","",""
"782891","39610","",""
"782889","39607","",""
"782887","39605","",""
"782885","39603","",""
"782809","32056","",""
"782808","32052","",""
"782807","32051","",""
"782806","31999","",""
"782805","31996","",""
"782771","30008","",""
"782770","30007","",""
"782769","30006","",""
"782768","30005","",""
"782766","30004","",""
"782765","30003","",""
"782764","30002","",""
"782763","30001","",""
"782752","20327","Thickness (in):3/16-7/16","Belt Thickness (in):3/16-7/16|Package Configuration:100 Fastener Sets per Bucket|Fastener Material:MegAlloy&amp;#174; - Top Plates Only|Mechanical Fastener Rating (P.I.W):150|Belt Thickness (mm):5-11|Mechanical Fastener Rating (kN/m):30|Minimum Pulley Diameter (in):12|Weight (kg):4.94|Weight (lbs):10.9|Minimum Pulley Diameter (mm):300"
"782751","19494","Thickness (in):1/8-3/16|Length (ft):100","Belt Thickness (in):1/8-3/16|Webbing:Double|Length (FT):100|Mechanical Fastener Rating (P.I.W):50|Belt Thickness (mm):3.2-4.6|Color:Black|Maximum Operating Temperature (F):300|Hinge Pin Material:Polyester|Hinge Pin Included:Yes|Length (M):30|Mechanical Fastener Rating (kN/m):8.7|Minimum Pulley Diameter (in):5/8|Hinge Pin Diameter (mm):1.2|Weight (kg):3.4|Fastener Material:Polyester|Minimum Pulley Diameter (mm):15.3|Maximum Operating Temperature (C):150|Weight (lbs):7.5|Hinge Pin Diameter (in):0.047"
"782750","19491","Thickness (in):1/8-3/16|Length (ft):100","Belt Thickness (in):1/8-3/16|Webbing:Single|Length (FT):100|Mechanical Fastener Rating (P.I.W):50|Belt Thickness (mm):3.2-4.6|Color:Black|Maximum Operating Temperature (F):300|Hinge Pin Material:Polyester|Hinge Pin Included:Yes|Length (M):30|Mechanical Fastener Rating (kN/m):8.7|Minimum Pulley Diameter (in):5/8|Hinge Pin Diameter (mm):1.2|Weight (kg):3.1|Fastener Material:Polyester|Minimum Pulley Diameter (mm):15.3|Maximum Operating Temperature (C):150|Weight (lbs):6.8|Hinge Pin Diameter (in):0.047"
"782749","19481","Thickness (in):1/8-3/16|Length (ft):100","Belt Thickness (in):1/8-3/16|Webbing:Double|Length (FT):100|Mechanical Fastener Rating (P.I.W):50|Belt Thickness (mm):3.2-4.6|Color:White|Maximum Operating Temperature (F):300|Hinge Pin Material:Polyester|Hinge Pin Included:Yes|Length (M):30|Mechanical Fastener Rating (kN/m):8.7|Minimum Pulley Diameter (in):5/8|Hinge Pin Diameter (mm):1.2|Weight (kg):3.4|Fastener Material:Polyester|Minimum Pulley Diameter (mm):15.3|Maximum Operating Temperature (C):150|Weight (lbs):7.5|Hinge Pin Diameter (in):0.047"
"782748","19478","Thickness (in):3/32-9/64|Length (ft):100","Belt Thickness (in):3/32-9/64|Webbing:Double|Length (FT):100|Mechanical Fastener Rating (P.I.W):50|Belt Thickness (mm):2.4-3.6|Color:White|Maximum Operating Temperature (F):300|Hinge Pin Material:Polyester|Hinge Pin Included:Yes|Length (M):30|Mechanical Fastener Rating (kN/m):8.7|Minimum Pulley Diameter (in):1/2|Hinge Pin Diameter (mm):0.9|Weight (kg):3.1|Fastener Material:Polyester|Minimum Pulley Diameter (mm):12.7|Maximum Operating Temperature (C):150|Weight (lbs):6.8|Hinge Pin Diameter (in):0.035"
"782747","19468","Thickness (in):1/8-3/16|Length (ft):100","Belt Thickness (in):1/8-3/16|Webbing:Single|Length (FT):100|Mechanical Fastener Rating (P.I.W):50|Belt Thickness (mm):3.2-4.6|Color:White|Maximum Operating Temperature (F):300|Hinge Pin Material:Polyester|Hinge Pin Included:Yes|Length (M):30|Mechanical Fastener Rating (kN/m):8.7|Minimum Pulley Diameter (in):5/8|Hinge Pin Diameter (mm):1.2|Weight (kg):3.1|Fastener Material:Polyester|Minimum Pulley Diameter (mm):15.3|Maximum Operating Temperature (C):150|Weight (lbs):6.8|Hinge Pin Diameter (in):0.047"
"782746","19463","Thickness (in):3/32-9/64|Length (ft):100","Belt Thickness (in):3/32-9/64|Webbing:Single|Length (FT):100|Mechanical Fastener Rating (P.I.W):50|Belt Thickness (mm):2.4-3.6|Color:White|Maximum Operating Temperature (F):300|Hinge Pin Material:Polyester|Hinge Pin Included:Yes|Length (M):30|Mechanical Fastener Rating (kN/m):8.7|Minimum Pulley Diameter (in):1/2|Hinge Pin Diameter (mm):0.9|Weight (kg):2.9|Fastener Material:Polyester|Minimum Pulley Diameter (mm):12.7|Maximum Operating Temperature (C):150|Weight (lbs):6.4|Hinge Pin Diameter (in):0.035"
"782745","15035","",""
"782744","15031","",""
"782743","15030","",""
"782742","15029","",""
"782741","15028","",""
"782740","15014","",""
"782739","15013","",""
"782738","15012","",""
"782715","08103","",""
"782711","08056","",""
"782710","08055","",""
"782709","08054","",""
"782708","08053","",""
"782703","08046","",""
"782702","08041","","Description:Cord with L16-30 plug|Power:3ph 460V, 60HZ|Compatible With:300 - 1500"
"782701","08040","","Description:Cord with L16-20 plug|Power:3ph 460V, 60HZ|Compatible With:300 - 1500"
"782700","08039","","Description:Cord with L15-30 plug|Power:3ph 230V, 60HZ|Compatible With:300 - 1500"
"782699","08038","","Description:Cord with L15-20 plug|Power:3ph 230V, 60HZ|Compatible With:300 - 1500"
"782698","08037","","Description:Cord with L6-30 plug|Power:1ph 230V, 60HZ|Compatible With:300 - 1500"
"782697","08036","","Description:Cord with 6-30 plug|Power:1ph 230V, 60HZ|Compatible With:300 - 1500"
"782696","08035","",""
"782695","08034","",""
"782694","08033","",""
"782693","08032","",""
"782692","08027","","Punchboard Dimensions:80X20|Compatible With:PUN M 900"
"782691","08026","","Punchboard Dimensions:80X20|Compatible With:PUN M 600"
"782690","08025","","Punchboard Dimensions:80X20|Compatible With:PUN M 300"
"782689","08024","","Punchboard Dimensions:70X15|Compatible With:PUN M 900"
"782688","08023","","Punchboard Dimensions:70X15|Compatible With:PUN M 600"
"782687","08022","",""
"782686","08021","","Punchboard Dimensions:50X20|Compatible With:PUN M 900"
"782685","08020","","Punchboard Dimensions:50X20|Compatible With:PUN M 600"
"782684","08019","",""
"782683","08018","","Weight (kg):24.5|Weight (lbs):54"
"782682","08017","","Weight (kg):21|Weight (lbs):46"
"782681","08016","","Weight (kg):17|Weight (lbs):37"
"782680","08015","",""
"782679","08014","",""
"782678","08013","",""
"782676","08008","","Description:Cord Only|Power:3ph 460V, 60HZ|Compatible With:300 - 1500"
"782675","08006","",""
"782674","08005","","Description:Cord Only|Power:3ph 230V, 60HZ|Compatible With:300 - 1500"
"782673","08004","",""
"782672","08003","",""
"782671","08002","",""
"782670","08001","",""
"782669","08000","",""
"782668","05463","Thickness (in):3/32-9/64|Length (ft):100","Belt Thickness (in):3/32-9/64|Webbing:Single|Length (FT):100|Mechanical Fastener Rating (P.I.W):50|Belt Thickness (mm):2.4-3.6|Color:Black|Maximum Operating Temperature (F):300|Hinge Pin Material:Polyester|Hinge Pin Included:Yes|Length (M):30|Mechanical Fastener Rating (kN/m):8.7|Minimum Pulley Diameter (in):1/2|Hinge Pin Diameter (mm):0.9|Weight (kg):2.9|Fastener Material:Polyester|Minimum Pulley Diameter (mm):12.7|Maximum Operating Temperature (C):150|Weight (lbs):6.4|Hinge Pin Diameter (in):0.035"
"782667","05362","Thickness (in):3/16-7/32","Hook Style:Carded|Belt Thickness (in):3/16-7/32|Fastener Material:High Tensile|Required Pin Diameter (in):0.093|Belt Thickness (mm):4.8-5.6|Cards or Strips per Box:12|Required Pin Diameter (mm):2.4|Wire Diameter (in):0.054|Wire Diameter (mm):1.37|Hinge Pin Included:No|Lacing Inches/Box:144|Hook Size:3|Minimum Pulley Diameter (in):3|Weight (kg):0.59|Strip Length (in):12|Strip Length (mm):300|Hooks Per Card or Strip:84|Weight (lbs):1.3|Minimum Pulley Diameter (mm):75"
"782666","05343","Thickness (in):3/16-7/32","Hook Style:Unibar&amp;#174;|Belt Thickness (in):3/16-7/32|Fastener Material:Stainless (Type 430)|Required Pin Diameter (in):0.093|Belt Thickness (mm):4.8-5.6|Cards or Strips per Box:10|Required Pin Diameter (mm):2.4|Wire Diameter (in):0.054|Wire Diameter (mm):1.37|Hinge Pin Included:No|Lacing Inches/Box:240|Hook Size:U3RHTS|Minimum Pulley Diameter (in):3|Weight (kg):0.59|Strip Length (in):24|Strip Length (mm):600|Hooks Per Card or Strip:162|Weight (lbs):1.3|Minimum Pulley Diameter (mm):75"
"782665","05342","Thickness (in):5/32-3/16","Hook Style:Unibar&amp;#174;|Belt Thickness (in):5/32-3/16|Fastener Material:Stainless (Type 430)|Required Pin Diameter (in):0.093|Belt Thickness (mm):4.0-4.8|Cards or Strips per Box:10|Required Pin Diameter (mm):2.4|Wire Diameter (in):0.054|Wire Diameter (mm):1.37|Hinge Pin Included:No|Lacing Inches/Box:240|Hook Size:U3-2RHTS|Minimum Pulley Diameter (in):3|Weight (kg):0.59|Strip Length (in):24|Strip Length (mm):600|Hooks Per Card or Strip:162|Weight (lbs):1.3|Minimum Pulley Diameter (mm):75"
"782664","05341","Thickness (in):1/8-5/32","Hook Style:Unibar&amp;#174;|Belt Thickness (in):1/8-5/32|Fastener Material:Stainless (Type 430)|Required Pin Diameter (in):0.093|Belt Thickness (mm):3.2-4.0|Cards or Strips per Box:10|Required Pin Diameter (mm):2.4|Wire Diameter (in):0.054|Wire Diameter (mm):1.37|Hinge Pin Included:No|Lacing Inches/Box:240|Hook Size:U3-1RHTS|Minimum Pulley Diameter (in):3|Weight (kg):0.59|Strip Length (in):24|Strip Length (mm):600|Hooks Per Card or Strip:162|Weight (lbs):1.3|Minimum Pulley Diameter (mm):75"
"782663","05340","Thickness (in):3/16-7/32","Hook Style:Unibar&amp;#174;|Belt Thickness (in):3/16-7/32|Fastener Material:Stainless (Type 430)|Required Pin Diameter (in):0.093|Belt Thickness (mm):4.8-5.6|Cards or Strips per Box:12|Required Pin Diameter (mm):2.4|Wire Diameter (in):0.054|Wire Diameter (mm):1.37|Hinge Pin Included:No|Lacing Inches/Box:144|Hook Size:U3RHTS|Minimum Pulley Diameter (in):3|Weight (kg):0.59|Strip Length (in):12|Strip Length (mm):300|Hooks Per Card or Strip:84|Weight (lbs):1.3|Minimum Pulley Diameter (mm):75"
"782662","05339","Thickness (in):5/32-3/16","Hook Style:Unibar&amp;#174;|Belt Thickness (in):5/32-3/16|Fastener Material:Stainless (Type 430)|Required Pin Diameter (in):0.093|Belt Thickness (mm):4.0-4.8|Cards or Strips per Box:12|Required Pin Diameter (mm):2.4|Wire Diameter (in):0.054|Wire Diameter (mm):1.37|Hinge Pin Included:No|Lacing Inches/Box:144|Hook Size:U3-2RHTS|Minimum Pulley Diameter (in):3|Weight (kg):0.59|Strip Length (in):12|Strip Length (mm):300|Hooks Per Card or Strip:84|Weight (lbs):1.3|Minimum Pulley Diameter (mm):75"
"782661","05338","Thickness (in):1/8-5/32","Hook Style:Unibar&amp;#174;|Belt Thickness (in):1/8-5/32|Fastener Material:Stainless (Type 430)|Required Pin Diameter (in):0.093|Belt Thickness (mm):3.2-4.0|Cards or Strips per Box:12|Required Pin Diameter (mm):2.4|Wire Diameter (in):0.054|Wire Diameter (mm):1.37|Hinge Pin Included:No|Lacing Inches/Box:144|Hook Size:U3-1RHTS|Minimum Pulley Diameter (in):3|Weight (kg):0.59|Strip Length (in):12|Strip Length (mm):300|Hooks Per Card or Strip:84|Weight (lbs):1.3|Minimum Pulley Diameter (mm):75"
"782660","04223","",""
"782659","04200","",""
"782658","04149","",""
"782657","04147","",""
"782656","04146","",""
"782655","04145","",""
"782654","04144","",""
"782653","04143","",""
"782652","04140","",""
"782651","04102","",""
"782650","04101","",""
"782649","04093","",""
"782648","04073","",""
"782647","04068","",""
"782646","04067","",""
"782645","04066","",""
"782644","04065","",""
"782643","04064","",""
"782642","04063","",""
"782641","04052","",""
"782640","04051","",""
"782638","04038","",""
"691874","20044","Thickness (in):3/16-7/16","Belt Thickness (in):3/16-7/16|Package Configuration:100 Fastener Sets per Bucket|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):225|Belt Thickness (mm):5-11|Mechanical Fastener Rating (kN/m):40|Minimum Pulley Diameter (in):14|Weight (kg):7.12|Weight (lbs):15.7|Minimum Pulley Diameter (mm):360"
"157816","99987","",""
"157814","99961","",""
"157813","99960","",""
"157812","99959","",""
"157811","99939","",""
"157810","99938","",""
"157809","99937","",""
"157808","99936","",""
"157806","99934","",""
"157805","99933","",""
"157804","99932","",""
"157802","99648","",""
"157801","99601","",""
"157800","99600","",""
"157799","99599","",""
"157798","99598","",""
"157797","99597","",""
"157796","99594","",""
"157795","99593","",""
"157794","99592","",""
"157793","99591","",""
"157792","99590","",""
"157791","99589","",""
"157790","99586","",""
"157789","99583","",""
"157788","99582","",""
"157787","99581","",""
"157786","99580","",""
"157785","99579","",""
"157784","99578","",""
"157783","99577","",""
"157782","99576","",""
"157781","99570","",""
"157780","99565","",""
"157779","99556","",""
"157778","99555","",""
"157777","99554","",""
"157776","99553","",""
"157775","99552","",""
"157773","99548","",""
"157772","99544","",""
"157771","99543","",""
"157770","99542","",""
"157769","99541","",""
"157767","99539","",""
"157766","99538","",""
"157765","99537","",""
"157764","99536","",""
"157763","99535","",""
"157762","99531","",""
"157761","99529","",""
"157760","99525","",""
"157758","99523","",""
"157757","99522","",""
"157756","99521","",""
"157755","99520","",""
"157754","99519","",""
"157753","99518","",""
"157752","99517","",""
"157751","99516","",""
"157750","99515","",""
"157749","99514","",""
"157748","99513","",""
"157747","99512","",""
"157746","99511","",""
"157745","99510","",""
"157744","99509","",""
"157743","99508","",""
"157742","99507","",""
"157741","99506","",""
"157740","99505","",""
"157739","99504","",""
"157738","99503","",""
"157737","99502","",""
"157736","99501","",""
"157735","99500","",""
"157734","99374","",""
"157733","99373","",""
"157732","99372","",""
"157731","99371","",""
"157730","99369","",""
"157728","99365","",""
"157727","99364","",""
"157725","99361","",""
"157724","99360","",""
"157723","99359","",""
"157722","99357","",""
"157721","99356","",""
"157720","99355","",""
"157719","99354","",""
"157717","99352","",""
"157716","99351","",""
"157715","99350","",""
"157714","99348","",""
"157713","99347","",""
"157712","99346","",""
"157711","99345","",""
"157710","99344","",""
"157709","99343","",""
"157708","99342","",""
"157707","99341","",""
"157706","99337","",""
"157705","99336","",""
"157704","99335","",""
"157703","99334","",""
"157702","99325","",""
"157701","99324","",""
"157700","99323","",""
"157699","99322","",""
"157697","99310","",""
"157696","99309","",""
"157695","99308","",""
"157694","99304","",""
"157693","99303","",""
"157692","99302","",""
"157691","99301","",""
"157690","99297","",""
"157689","99296","",""
"157688","99295","",""
"157686","99290","",""
"157685","99289","",""
"157684","99288","",""
"157683","99287","",""
"157682","99283","",""
"157681","99282","",""
"157680","99281","",""
"157679","99280","",""
"157678","99230","",""
"157677","99229","",""
"157676","99224","",""
"157675","99189","",""
"157674","99188","",""
"157673","99187","",""
"157672","99186","",""
"157671","99185","",""
"157670","99184","",""
"157669","99183","",""
"157668","99182","",""
"157667","99175","",""
"157666","99174","",""
"157665","99173","",""
"157664","99172","",""
"157663","99171","",""
"157662","99170","",""
"157661","99169","",""
"157660","99168","",""
"157659","99164","",""
"157658","99163","",""
"157657","99162","",""
"157656","99161","",""
"157655","99160","",""
"157654","99159","",""
"157653","99158","",""
"157652","99157","",""
"157651","99156","",""
"157649","99154","",""
"157648","99153","",""
"157647","99152","",""
"157646","99151","",""
"157643","99141","",""
"157642","99136","",""
"157641","99135","",""
"157639","99132","",""
"157638","99131","",""
"157637","99130","",""
"157636","99129","",""
"157635","99128","",""
"157634","99127","",""
"157633","99126","",""
"157631","99118","",""
"157629","99116","",""
"157628","99115","",""
"157627","99114","",""
"157626","99113","",""
"157625","99112","",""
"157624","80204","","Hinge Pin Diameter (in):0.096|Hinge Pin Material:Nylon|Coil Length (ft):100|Weight (lbs):2.20|Hinge Pin Diameter (mm):2.5|Weight (kg):1.00|Coil Length (M):30"
"157623","80202","","Hinge Pin Diameter (in):0.136|Hinge Pin Material:Nylon|Coil Length (ft):100|Weight (lbs):0.80|Hinge Pin Diameter (mm):3.5|Weight (kg):0.36|Coil Length (M):30"
"157622","80111","",""
"157621","80110","",""
"157620","80100","",""
"157619","80099","",""
"157618","80079","",""
"157617","80045","",""
"157616","80044","",""
"157615","80043","",""
"157614","80041","",""
"157613","80040","",""
"157612","80039","",""
"157611","80022","",""
"157610","80021","",""
"157609","80020","",""
"157608","80019","",""
"157607","76470","",""
"157606","76469","",""
"157603","70179","",""
"157602","70178","",""
"157601","70176","",""
"157600","70175","",""
"157599","70174","",""
"157598","70172","",""
"157597","70171","",""
"157596","70170","",""
"157590","70058","",""
"157589","70057","",""
"157588","70050","",""
"157587","70047","",""
"157586","70046","",""
"157585","70045","",""
"157584","70034","","Weight (kg):1.0|Belting Size:D|Fastener Material:Steel|Hinge Pin Included:Yes|Weight (lbs):2.1"
"157583","70030","","Weight (kg):0.5|Belting Size:C|Fastener Material:Steel|Hinge Pin Included:Yes|Weight (lbs):1.2"
"157582","54635","",""
"157581","54634","",""
"157580","54633","",""
"157579","54631","",""
"157578","54629","",""
"157577","54628","",""
"157576","54627","",""
"157575","54626","",""
"157574","54624","Width (in):20","Belt Thickness (in):3/16-1/4|Fastener Material:Stainless (Type 316)|Mechanical Fastener Rating (P.I.W):200|Belt Thickness (mm):4.8-6.4|Belt Width (in):20|Belt Width (mm):500|Hinge Pin Material:Stainless Spring Wire|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):35|Minimum Pulley Diameter (in):4|Hinge Pin Diameter (mm):4.7|Weight (kg):2.3|Minimum Pulley Diameter (mm):100|Weight (lbs):5.1|Hinge Pin Diameter (in):0.187"
"157573","54622","Width (in):42","Belt Thickness (in):3/16-1/4|Fastener Material:Stainless (Type 316)|Mechanical Fastener Rating (P.I.W):200|Belt Thickness (mm):4.8-6.4|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Nylon Covered Stainless Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):35|Minimum Pulley Diameter (in):4|Hinge Pin Diameter (mm):5.2|Weight (kg):4.0|Minimum Pulley Diameter (mm):100|Weight (lbs):8.9|Hinge Pin Diameter (in):0.203"
"157572","54621","Width (in):20","Belt Thickness (in):3/16-1/4|Fastener Material:Stainless (Type 316)|Mechanical Fastener Rating (P.I.W):200|Belt Thickness (mm):4.8-6.4|Belt Width (in):20|Belt Width (mm):500|Hinge Pin Material:Nylon Covered Stainless Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):35|Minimum Pulley Diameter (in):4|Hinge Pin Diameter (mm):5.2|Weight (kg):2.2|Minimum Pulley Diameter (mm):100|Weight (lbs):4.9|Hinge Pin Diameter (in):0.203"
