"id", "catalog_number", "attributes", "detail_attributes"
"157089","40182","Width (in):60","Hinge Pin Diameter (in):1/4|Package Configuration:One pin|Belt Width (in):60|Belt Width (mm):1500|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):1.77|Weight (lbs):3.9"
"157088","40181","Width (in):54","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):54|Belt Width (mm):1350|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):1.54|Weight (lbs):3.4"
"157087","40180","Width (in):48","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):1.36|Weight (lbs):3.0"
"157086","40179","Width (in):42","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):1.18|Weight (lbs):2.6"
"157085","40178","Width (in):36","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):1.04|Weight (lbs):2.3"
"157084","40177","Width (in):30","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):0.91|Weight (lbs):2.0"
"157083","40175","Width (in):24","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):0.82|Weight (lbs):1.8"
"157082","40174","Width (in):20","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):20|Belt Width (mm):500|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):0.68|Weight (lbs):1.5"
"157081","40173","Width (in):18","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):18|Belt Width (mm):450|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):0.64|Weight (lbs):1.4"
"157080","40172","Width (in):16","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):16|Belt Width (mm):400|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):0.54|Weight (lbs):1.2"
"157079","40171","",""
"157078","40170","Width (in):16","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):16|Belt Width (mm):400|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Diameter (mm):6.35|Weight (kg):0.36|Weight (lbs):0.8"
"157077","40169","Width (in):48","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):4.0|Weight (lbs):8.8|Minimum Pulley Diameter (mm):230"
"157076","40168","Width (in):42","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):3.5|Weight (lbs):7.8|Minimum Pulley Diameter (mm):230"
"157075","40167","Width (in):36","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.9|Weight (lbs):6.5|Minimum Pulley Diameter (mm):230"
"157074","40166","Width (in):30","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.5|Weight (lbs):5.5|Minimum Pulley Diameter (mm):230"
"157073","40165","Width (in):24","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.0|Weight (lbs):4.3|Minimum Pulley Diameter (mm):230"
"157072","40164","Width (in):18","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):18|Belt Width (mm):450|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):1.5|Weight (lbs):3.3|Minimum Pulley Diameter (mm):230"
"157071","40163","Width (in):72","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):72|Belt Width (mm):1800|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):2.27|Weight (lbs):5.0"
"157070","40162","Width (in):60","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):60|Belt Width (mm):1500|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):1.77|Weight (lbs):3.9"
"157069","40161","Width (in):54","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):54|Belt Width (mm):1350|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):1.54|Weight (lbs):3.4"
"157068","40160","Width (in):48","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):1.36|Weight (lbs):3.0"
"157067","40159","Width (in):42","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):1.18|Weight (lbs):2.6"
"157066","40158","Width (in):36","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):1.04|Weight (lbs):2.3"
"157065","40157","Width (in):30","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):0.91|Weight (lbs):2.0"
"157064","40156","Width (in):26","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):26|Belt Width (mm):650|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):0.82|Weight (lbs):1.8"
"157063","40155","Width (in):24","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):0.82|Weight (lbs):1.8"
"157062","40154","Width (in):20","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):20|Belt Width (mm):500|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):0.68|Weight (lbs):1.5"
"157061","40153","Width (in):18","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):18|Belt Width (mm):450|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):0.59|Weight (lbs):1.3"
"157060","40152","Width (in):16","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):16|Belt Width (mm):400|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):0.54|Weight (lbs):1.2"
"157059","40151","Width (in):14","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):14|Belt Width (mm):350|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):0.45|Weight (lbs):1.0"
"157058","40150","Width (in):12","Hinge Pin Diameter (in):1/4|Package Configuration:Ten Pins|Belt Width (in):12|Belt Width (mm):300|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Diameter (mm):6.35|Weight (kg):0.36|Weight (lbs):0.8"
"157057","40138","Width (in):18","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):18|Belt Width (mm):450|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):1.5|Weight (lbs):3.3|Minimum Pulley Diameter (mm):230"
"157056","40134","",""
"157055","40110","",""
"157054","40109","",""
"157053","40108","",""
"157052","40103","",""
"157051","40102","",""
"157050","40101","",""
"157049","40100","",""
"157048","40077","Width (in):48","Hinge Pin Diameter (in):7/32|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):4.0|Weight (lbs):8.8|Minimum Pulley Diameter (mm):230"
"157047","40076","Width (in):42","Hinge Pin Diameter (in):7/32|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):3.5|Weight (lbs):7.8|Minimum Pulley Diameter (mm):230"
"157046","40075","Width (in):36","Hinge Pin Diameter (in):7/32|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):2.9|Weight (lbs):6.5|Minimum Pulley Diameter (mm):230"
"157045","40074","Width (in):30","Hinge Pin Diameter (in):7/32|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):2.5|Weight (lbs):5.5|Minimum Pulley Diameter (mm):230"
"157044","40073","Width (in):24","Hinge Pin Diameter (in):7/32|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Bare Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):5.56|Weight (kg):1.7|Weight (lbs):3.7|Minimum Pulley Diameter (mm):230"
"157043","40071","Width (in):48","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Bare Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):4.0|Weight (lbs):8.8|Minimum Pulley Diameter (mm):230"
"157042","40070","Width (in):42","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Bare Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):3.5|Weight (lbs):7.8|Minimum Pulley Diameter (mm):230"
"157041","40069","Width (in):36","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Bare Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.9|Weight (lbs):6.5|Minimum Pulley Diameter (mm):230"
"157040","40068","Width (in):30","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Bare Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.5|Weight (lbs):5.5|Minimum Pulley Diameter (mm):230"
"157039","40066","Width (in):24","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Bare Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):1.7|Weight (lbs):3.7|Minimum Pulley Diameter (mm):230"
"157038","40063","Width (in):48","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):4.0|Weight (lbs):8.8|Minimum Pulley Diameter (mm):230"
"157037","40062","Width (in):42","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):3.5|Weight (lbs):7.8|Minimum Pulley Diameter (mm):230"
"157036","40061","Width (in):36","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.9|Weight (lbs):6.5|Minimum Pulley Diameter (mm):230"
"157035","40060","Width (in):30","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.5|Weight (lbs):5.5|Minimum Pulley Diameter (mm):230"
"157034","40059","Width (in):24","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):1.7|Weight (lbs):3.7|Minimum Pulley Diameter (mm):230"
"157033","40058","",""
"157032","40054","Width (in):60","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):60|Belt Width (mm):1500|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):4.8|Weight (lbs):10.5|Minimum Pulley Diameter (mm):230"
"157031","40053","Width (in):54","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):54|Belt Width (mm):1350|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):4.5|Weight (lbs):9.9|Minimum Pulley Diameter (mm):230"
"157030","40052","Width (in):48","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):4.0|Weight (lbs):8.8|Minimum Pulley Diameter (mm):230"
"157029","40051","Width (in):42","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):3.5|Weight (lbs):7.8|Minimum Pulley Diameter (mm):230"
"157028","40050","Width (in):36","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.9|Weight (lbs):6.5|Minimum Pulley Diameter (mm):230"
"157027","40049","Width (in):30","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.5|Weight (lbs):5.5|Minimum Pulley Diameter (mm):230"
"157026","40048","Width (in):26","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):26|Belt Width (mm):650|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):2.2|Weight (lbs):4.9|Minimum Pulley Diameter (mm):230"
"157025","40047","Width (in):24","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):1.7|Weight (lbs):3.7|Minimum Pulley Diameter (mm):230"
"157024","40046","Width (in):20","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):300|Belt Thickness (mm):6-16|Belt Width (in):20|Belt Width (mm):500|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):52|Minimum Pulley Diameter (in):9|Hinge Pin Diameter (mm):6.35|Weight (kg):1.7|Weight (lbs):3.7|Minimum Pulley Diameter (mm):230"
"157023","40040","Width (in):48","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):3.8|Weight (lbs):8.3|Minimum Pulley Diameter (mm):150"
"157022","40039","Width (in):42","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):3.3|Weight (lbs):7.3|Minimum Pulley Diameter (mm):150"
"157021","40038","Width (in):36","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):2.9|Weight (lbs):6.3|Minimum Pulley Diameter (mm):150"
"157020","40037","Width (in):30","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):2.3|Weight (lbs):5.1|Minimum Pulley Diameter (mm):150"
"157019","40036","Width (in):24","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):1.8|Weight (lbs):4.0|Minimum Pulley Diameter (mm):150"
"157018","40035","Width (in):18","Hinge Pin Diameter (in):1/4|Fastener Material:Stainless (Type 300)|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):18|Belt Width (mm):450|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):1.5|Weight (lbs):3.3|Minimum Pulley Diameter (mm):150"
"157017","40025","",""
"157016","40023","Width (in):36","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Bare Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):3.5|Weight (lbs):7.7|Minimum Pulley Diameter (mm):150"
"157015","40020","Width (in):24","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):24|Belt Width (mm):600|Hinge Pin Material:Bare Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):1.8|Weight (lbs):4.0|Minimum Pulley Diameter (mm):150"
"157014","40017","Width (in):48","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):48|Belt Width (mm):1200|Hinge Pin Material:Nylon Covered Steel Cable|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):3.8|Weight (lbs):8.3|Minimum Pulley Diameter (mm):150"
"157013","40016","Width (in):42","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):42|Belt Width (mm):1050|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):3.3|Weight (lbs):7.3|Minimum Pulley Diameter (mm):150"
"157012","40015","Width (in):36","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):36|Belt Width (mm):900|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):2.9|Weight (lbs):6.3|Minimum Pulley Diameter (mm):150"
"157011","40014","Width (in):30","Hinge Pin Diameter (in):1/4|Fastener Material:Steel|Mechanical Fastener Rating (P.I.W):190|Belt Thickness (mm):6-11|Belt Width (in):30|Belt Width (mm):750|Hinge Pin Material:Nylon Covered Stainless Cable (300 Series)|Hinge Pin Included:Yes|Mechanical Fastener Rating (kN/m):33|Minimum Pulley Diameter (in):6|Hinge Pin Diameter (mm):6.35|Weight (kg):2.3|Weight (lbs):5.1|Minimum Pulley Diameter (mm):150"
