id,catalog_number,attributes,detail_attributes
2520074,00718OT3E213T-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213T,
2520073,00718OT3E213TC-S,Hz:60|Voltage:208-230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213TC,
2520072,00718OT3E213JP-SG,Hz:60|Voltage:230/460|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:ODP|Frame:213JP,
2520071,00718OT3E213JP-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213JP,
2520070,00718OT3E213JM-SG,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213JM,
2520069,00718OT3E213JM-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213JM,
2520068,00718OS1F215T,Hz:60|Voltage:230/460|Phase:1|Hp:7-1/2|RPM:1800|Enclosure:ODP|Frame:215T,
2520067,00718OP3H213JP-S,HP:7.5,
2520066,00718OP3H213JM-S,HP:7.5,
2520065,00718OP3E213JP-S,HP:7.5,
2520064,00718OP3E213JMV-S,HP:7.5,
2520063,00718OP3E213JM-S,HP:7.5,
2520062,00718ET3V213T-SG,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213T,
2520061,00718ET3V213TC-W22,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213TC,
2520060,00718ET3V213JP-W22,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JP,
2520059,00718ET3P213T-S,Hz:60|Voltage:200|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213T,
2520058,00718ET3H213T-SG,Hz:60|Voltage:575|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:TEFC|Frame:213T,
2520057,00718ET3H213T-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213T,
2520056,00718ET3H213TC-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213TC,
2520055,00718ET3H213JP-SG,Hz:60|Voltage:575|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:TEFC|Frame:213JP,
2520054,00718ET3H213JP-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JP,
2520053,00718ET3H213JM-W22,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JM,
2520052,00718ET3H213JM-SG,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JM,
2520051,00718ET3ERS213TF2,Voltage:208-230/460,
2520050,00718ET3ER213TC-S,Hz:60|Voltage:208-230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213TC,
2520049,00718ET3EID213TC-W22,Hz:60|Voltage:208-230/460|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:TEFC|Frame:213TC,
2520048,00718ET3EAL132M,,
2520047,00718ET3E213T-W22S,Hz:60|Voltage:208-230/460|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:TEFC|Frame:213T,
2520046,00718ET3E213T-SG,Hz:60|Voltage:208-230/460|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:TEFC|Frame:213T,
2520045,00718ET3E213T-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213T,
2520044,00718ET3E213TF2-W22,Hz:60|Voltage:208-230/460|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:TEFC|Frame:213T,
2520043,00718ET3E213TC-S,Hz:60|Voltage:208-230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213TC,
2520042,00718ET3E213JP-SG,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JP,
2520041,00718ET3E213JP-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JP,
2520040,00718ET3E213JM-SG,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JM,
2520039,00718ET3E213JM-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JM,
2520038,00718ES1EID215TC,Voltage:208-230/460|Enclosure:TEFC,
2520037,00718ES1E215TC,Voltage:208-230/460|Enclosure:TEFC,
2520036,00718EP3H213JP-S,HP:7.5,
2520035,00718EP3H213JM-S,HP:7.5,
2520034,00718EP3ER213TC-S,HP:7.5,
2520033,00718EP3E213JP-S,HP:7.5,
2520032,00718EP3E213JM-S,HP:7.5,
2520031,00718EG3E213T-W22,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213T,
2520030,00712OT3H254T-SG,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254T,
2520029,00712OT3H254T-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254T,
2520028,00712OT3H254TC-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254TC,
2520027,00712OT3E254T-SG,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254T,
2520026,00712OT3E254T-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254T,
2520025,00712OT3E254TC-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254TC,
2520024,00712OT3E254JP-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254JP,
2520023,00712OT3E254JM-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254JM,
2520022,00712OP3E254JPV,HP:7.5,
2520021,00712ET3H254T-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254T,
2520020,00712ET3ER254TC-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254TC,
2520019,00712ET3E254T-W22S,Hz:60|Voltage:208-230/460|Phase:3|Hp:7-1/2|RPM:1200|Enclosure:TEFC|Frame:254T,
2520018,00712ET3E254T-SG,Hz:60|Voltage:208-230/460|Phase:3|Hp:7-1/2|RPM:1200|Enclosure:TEFC|Frame:254T,
2520017,00712ET3E254T-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254T,
2520016,00712ET3E254TC-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254TC,
2520015,00712ET3E254JP-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254JP,
2520014,00712ET3E254JM-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254JM,
2520013,00712ET3E160M-W22,Hz:60/50|Voltage:230/460|Phase:3|Hp:7.5|RPM:1200|Enclosure:TEFC|Frame:160M,
2520012,00712ES3EOW254T-W22,Hz:60|Voltage:208-230/460|Phase:3|Hp:7-1/2|RPM:1200|Enclosure:TEFC|Frame:254T,
2520011,00712EP3ER254TC-S,HP:7.5,
2520010,00712AP3H254T-S,Voltage:575,
2520009,00709ST3HIE256TC-W22,Hz:60|Voltage:575|Phase:3|Hp:7-1/2|RPM:900|Enclosure:IC411-TEFC|Frame:256TC,
2520008,00709EP3H256T-W22,Voltage:575|Enclosure:TEFC,
2520007,00709EP3E256TC-W22,Enclosure:TEFC,
2520006,00536OT3V182T-S,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182T,
2520005,00536OT3V182TC,HP:5,
2520004,00536OT3V182JM-SG,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JM,
2520003,00536OT3V182JM-S,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JM,
2520002,00536OT3H182T-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182T,
2520001,00536OT3H182TC-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182TC,
2520000,00536OT3H182JP-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JP,
2519999,00536OT3H182JM-SG,Hz:60|Voltage:575|Phase:3|Hp:5|RPM:3600|Enclosure:ODP|Frame:182JM,
2519998,00536OT3H182JM-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JM,
2519997,00536OT3E182T-SG,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182T,
2519996,00536OT3E182T-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182T,
2519995,00536OT3E182TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182TC,
2519994,00536OT3E182JP-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JP,
2519993,00536OT3E182JP-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JP,
2519992,00536OT3E182JM-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JM,
2519991,00536OT3E182JM-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JM,
2519990,00536OS3ECD56-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:56,
2519989,00536OS1E184T,Hz:60|Voltage:208-230/460|Phase:1|HP:5|RPM:3600|Enclosure:ODP|Frame:184T,
2519988,00536OS1D184T,Hz:60|Voltage:230|Phase:1|HP:5|RPM:3600|Enclosure:ODP|Frame:184T,
2519987,00536OS1C184T,Hz:60|Voltage:208-230|Phase:1|HP:5|RPM:3600|Enclosure:ODP|Frame:184T,
2519986,00536OS1B184T,Hz:60|Voltage:115/208-230|Phase:1|HP:5|RPM:3600|Enclosure:ODP|Frame:184T,
2519985,00536OS1B184JP,Hz:60|Voltage:115/208-230|Phase:1|HP:5|RPM:3600|Enclosure:ODP|Frame:184JP,
2519984,00536OS1B184JM,Hz:60|Voltage:115/208-230|Phase:1|HP:5|RPM:3600|Enclosure:ODP|Frame:184JM,
2519983,00536OP3V182JP-S,HP:5,
2519982,00536OP3H182JM-S,HP:5,
2519981,00536OP3E182JPV-S,HP:5,
2519980,00536OP3E182JP-S,HP:5,
2519979,00536OP3E182JMV-S,HP:5,
2519978,00536OP3E182JM-S,HP:5,
2519977,00536ET3V184JM-W22,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JM,
2519976,00536ET3HR184TC-W22,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184TC,
2519975,00536ET3H184T-SG,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184T,
2519974,00536ET3H184T-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184T,
2519973,00536ET3H184TC-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184TC,
2519972,00536ET3H184JP-W22,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JP,
2519971,00536ET3H184JM-SG,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JM,
2519970,00536ET3H184JM-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JM,
2519969,00536ET3ER184TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184TC,
2519968,00536ET3EAL132S,,
2519967,00536ET3E184T-SG,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184T,
2519966,00536ET3E184T-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184T,
2519965,00536ET3E184TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184TC,
2519964,00536ET3E184JP-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JP,
2519963,00536ET3E184JP-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JP,
2519962,00536ET3E184JM-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JM,
2519961,00536ET3E184JM-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JM,
2519960,00536ES1B184JP,HP:5,
2519959,00536ES1B184JM,Hz:60|Voltage:115/208-230|Phase:1|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JM,
2519958,00536EP3H184JM-S,HP:5,
2519957,00536EP3ER184TC-S,HP:5,
2519956,00536EP3E184JP-S,HP:5,
2519955,00536EP3E184JM-S,HP:5,
2519954,00536AP3FGD182TZ-S,Voltage:230/460,
2519953,00518XT3H184TC,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:XP|Frame:184TC,
2519952,00518ST3QIP184T-W22,HP:5,
2519951,00518ST3QIP184TC-W22,HP:5|Voltage:460,
2519950,00518ST3HIP184T-W22,HP:5|Voltage:575,
2519949,00518ST3HIP184TC-W22,HP:5|Voltage:575,
2519948,00518OT3V184T-SG,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184T,
2519947,00518OT3V184T-S,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184T,
2519946,00518OT3V184TC,HP:5,
2519945,00518OT3V184JM-S,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184JM,
2519944,00518OT3V184JM,HP:5,
2519943,00518OT3P184T-S,Hz:60|Voltage:200|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184T,
2519942,00518OT3H184T-SG,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184T,
2519941,00518OT3H184T-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184T,
2519940,00518OT3H184TC-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184TC,
2519939,00518OT3H184JP-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184JP,
2519938,00518OT3H184JM-SG,Hz:60|Voltage:575|Phase:3|Hp:5|RPM:1800|Enclosure:ODP|Frame:184JM,
2519937,00518OT3H184JM-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184JM,
2519936,00518OT3E184T-SG,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184T,
2519935,00518OT3E184T-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184T,
2519934,00518OT3E184TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184TC,
2519933,00518OT3E184JP-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184JP,
2519932,00518OT3E184JP-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184JP,
2519931,00518OT3E184JM-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184JM,
2519930,00518OT3E184JM-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:ODP|Frame:184JM,
2519929,00518OS1C184T,Hz:60|Voltage:208-230|Phase:1|HP:5|RPM:1800|Enclosure:ODP|Frame:184T,
2519928,00518OS1B184T,HP:5|Voltage:115/208-230,
2519927,00518OP3N184T-S,HP:5,
2519926,00518OP3H184JM-S,HP:5,
2519925,00518OP3E184JP-S,HP:5,
2519924,00518OP3E184JMV-S,HP:5,
2519923,00518OP3E184JM-S,HP:5,
2519922,00518ET3V184T-SG,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184T,
2519921,00518ET3V184TC-W22,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184TC,
2519920,00518ET3V184JM-W22,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184JM,
2519919,00518ET3P184T-S,Hz:60|Voltage:200|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184T,
2519918,00518ET3H184T-SG,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184T,
2519917,00518ET3H184T-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184T,
2519916,00518ET3H184TC-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184TC,
2519915,00518ET3H184JP-W22,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184JP,
2519914,00518ET3H184JM-SG,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184JM,
2519913,00518ET3H184JM-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184JM,
2519912,00518ET3ERS184TF2,HP:5|Voltage:208-230/460,
2519911,00518ET3ER184TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184TC,
2519910,00518ET3EID184TC-W22,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184TC,
2519909,00518ET3EAL132S,,
2519908,00518ET3E184T-SG,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184T,
2519907,00518ET3E184T-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184T,
2519906,00518ET3E184TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184TC,
2519905,00518ET3E184JP-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184JP,
2519904,00518ET3E184JP-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184JP,
2519903,00518ET3E184JM-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184JM,
2519902,00518ET3E184JM-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1800|Enclosure:TEFC|Frame:184JM,
2519901,00518ES1EID184TC,HP:5|Voltage:208-230/460|Enclosure:TEFC,
2519900,00518ES1B184JP,HP:5,
2519899,00518ES1B184JM,HP:5,
2519898,00518EP3P184JM-S,HP:5,
2519897,00518EP3H184JP-S,HP:5,
2519896,00518EP3H184JM-S,HP:5,
2519895,00518EP3ER184TC-S,HP:5,
2519894,00518EP3E184JP-S,HP:5,
2519893,00518EP3E184JM-S,HP:5,
2519892,00512ST3QIP215T-W22,HP:5,
2519891,00512ST3QIP215TC-W22,HP:5|Voltage:460,
2519890,00512ST3HIP215T-W22,HP:5|Voltage:575,
2519889,00512OT3H215T-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1200|Enclosure:ODP|Frame:215T,
2519888,00512OT3H215TC-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1200|Enclosure:ODP|Frame:215TC,
2519887,00512OT3E215T-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:ODP|Frame:215T,
2519886,00512OT3E215T-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:ODP|Frame:215T,
2519885,00512OT3E215TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:ODP|Frame:215TC,
2519884,00512OT3E215JP-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:ODP|Frame:215JP,
2519883,00512OT3E215JM-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:ODP|Frame:215JM,
2519882,00512OP3E215JMV,HP:5,
2519881,00512ET3YAX132M/LF3W,,
2519880,00512ET3H215T-S,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215T,
2519879,00512ET3H215TC-W22,Hz:60|Voltage:575|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215TC,
2519878,00512ET3ER215TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215TC,
2519877,00512ET3E215T-SG,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215T,
2519876,00512ET3E215T-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215T,
2519875,00512ET3E215TC-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215TC,
2519874,00512ET3E215JP-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215JP,
2519873,00512ET3E215JM-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215JM,
2519872,00512ET3E160M-W22,Hz:60/50|Voltage:230/460|Phase:3|Hp:5.5|RPM:1200|Enclosure:TEFC|Frame:160M,
2519871,00512ES3EOW215T-W22,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:1200|Enclosure:TEFC|Frame:215T,
2519870,00512EP3ER215TC-S,HP:5,
2519869,00512AP3H215T-S,HP:5|Voltage:575,
2519868,00509ST3QIP254T-W22,HP:5|Voltage:460,
2519867,00509ST3QIP254TC-W22,HP:5|Voltage:460,
2519866,00509ES3EOW256T-W22,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:900|Enclosure:TEFC|Frame:256T,
2519865,00509EP3EBMQ254T,HP:5|Voltage:230/460,
2519864,00509AT3ECT254TF1-W2,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:900|Enclosure:TEAO|Frame:254T,
2519863,00509AT3E254T-W22,Hz:60|Voltage:208-230/460|Phase:3|HP:5|RPM:900|Enclosure:TEAO|Frame:254T,
2519862,00436ET3EAL112M,,
2519861,00418ET3EAL112M,,
2519860,00412ET3EAL132M,,
2519859,00336XS3E56HC,HP:3,
2519858,00336XS3E56H,HP:3,
2519857,00336OT3V145TC,HP:3,
2519856,00336OT3V145JM-SG,Hz:60|Voltage:200/400|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145JM,
2519855,00336OT3V145JM-S,Hz:60|Voltage:200/400|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145JM,
2519854,00336OT3H145T-S,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145T,
2519853,00336OT3H145TC-S,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145TC,
2519852,00336OT3H145JP-S,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145JP,
2519851,00336OT3H145JM-SG,Hz:60|Voltage:575|Phase:3|Hp:3|RPM:3600|Enclosure:ODP|Frame:145JM,
2519850,00336OT3H145JM-S,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145JM,
2519849,00336OT3E145T-SG,Hz:60|Voltage:208-230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145T,
2519848,00336OT3E145T-S,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145T,
2519847,00336OT3E145TC-S,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145TC,
2519846,00336OT3E145JP-SG,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145JP,
2519845,00336OT3E145JP-S,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145JP,
2519844,00336OT3E145JM-SG,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145JM,
2519843,00336OT3E145JM-S,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:145JM,
2519842,00336OS3HJP56J-S,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:56J,
2519841,00336OS3EJPR56J-S,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:56J,
2519840,00336OS3EJPR56C-S,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:56C,
2519839,00336OS3EJP56J-S,Hz:60|Voltage:230/460|Phase:3|HP:3|RPM:3600|Enclosure:ODP|Frame:56J,
2519838,00336OS3E56-S,HP:3,
2519837,00336OS3E56C-S,HP:3,
2519836,00336OS3E56CFL-S,HP:3,
2519835,00336OS1D182T,Hz:60|Voltage:230|Phase:1|HP:3|RPM:3600|Enclosure:ODP|Frame:182T,
2519834,00336OS1C182T,Hz:60|Voltage:208-230|Phase:1|HP:3|RPM:3600|Enclosure:ODP|Frame:182T,
2519833,00336OS1B182T,Hz:60|Voltage:115/208-230|Phase:1|HP:3|RPM:3600|Enclosure:ODP|Frame:182T,
2519832,00336OS1B182JP,Hz:60|Voltage:115/208-230|Phase:1|HP:3|RPM:3600|Enclosure:ODP|Frame:182JP,
2519831,00336OS1B182JM,Hz:60|Voltage:115/208-230|Phase:1|HP:3|RPM:3600|Enclosure:ODP|Frame:182JM,
2519830,00336OP3V145JP-S,HP:3,
2519829,00336OP3H145JM-S,HP:3,
2519828,00336OP3E145JPV-S,HP:3,
2519827,00336OP3E145JP-S,HP:3,
2519826,00336OP3E145JMV-S,HP:3,
2519825,00336OP3E145JM-S,HP:3,
2519824,00336ET3WAX100LF3-W2,,
2519823,00336ET3H182T-W22S,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:TEFC|Frame:182T,
2519822,00336ET3H182T-SG,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:TEFC|Frame:182T,
2519821,00336ET3H182T-S,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:TEFC|Frame:182T,
2519820,00336ET3H182TC-S,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:TEFC|Frame:182TC,
2519819,00336ET3H182JP-W22,Hz:60|Voltage:575|Phase:3|HP:3|RPM:3600|Enclosure:TEFC|Frame:182JP,
