id,catalog_number,attributes,detail_attributes
5739884,02036OP3VFP254JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:20|RPM:3600|Enclosure:ODP|Frame:254JP,
5739883,02036OP3VFP254JMV-S,Hz:60|Voltage:200/400|Phase:3|HP:20|RPM:3600|Enclosure:ODP|Frame:254JM,
5739882,02036OP3HFP254JPV-S,Hz:60|Voltage:575|Phase:3|HP:20|RPM:3600|Enclosure:ODP|Frame:254JP,
5739881,02036OP3HFP254JMV-S,Hz:60|Voltage:575|Phase:3|HP:20|RPM:3600|Enclosure:ODP|Frame:254JM,
5739880,02036OP3EFP254JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:3600|Enclosure:ODP|Frame:254JP,
5739879,02036OP3EFP254JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:3600|Enclosure:ODP|Frame:254JM,
5739878,02036ET3V256TC-S,Hz:60|Voltage:200/400|Phase:3|HP:20|RPM:3600|Enclosure:TEFC|Frame:256TC,
5739877,02036ET3V256JM-S,Hz:60|Voltage:200/400|Phase:3|HP:20|RPM:3600|Enclosure:TEFC|Frame:256JM,
5739876,02036ET3H256JP-S,Hz:60|Voltage:575|Phase:3|HP:20|RPM:3600|Enclosure:TEFC|Frame:256JP,
5739875,02036ET3H256JM-SG,Hz:60|Voltage:575|Phase:3|HP:20|RPM:3600|Enclosure:TEFC|Frame:256JM,
5739874,02036ET3H256JM-S,Hz:60|Voltage:575|Phase:3|HP:20|RPM:3600|Enclosure:TEFC|Frame:256JM,
5739873,02036ET3EPM254/6Y,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:3600|Enclosure:TEFC|Frame:254/6Y,
5739872,02018OT3V256TC-SG,Hz:60|Voltage:200/400|Phase:3|HP:20|RPM:1800|Enclosure:ODP|Frame:256TC,
5739871,02018OT3V256JM-S,Hz:60|Voltage:200/400|Phase:3|HP:20|RPM:1800|Enclosure:ODP|Frame:256JM,
5739870,02018OT3E256TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:1800|Enclosure:ODP|Frame:256TC,
5739869,02018OT3E256JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:1800|Enclosure:ODP|Frame:256JP,
5739868,02018OT3E256JPV,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:1800|Enclosure:ODP|Frame:256JP,
5739867,02018OT3E256JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:1800|Enclosure:ODP|Frame:256JM,
5739866,02018OT3E256JMV,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:1800|Enclosure:ODP|Frame:256JM,
5739865,02018OP3EFP256JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:1800|Enclosure:ODP|Frame:256JP,
5739864,02018ET3V256JP-S,Hz:60|Voltage:200/400|Phase:3|HP:20|RPM:1800|Enclosure:TEFC|Frame:256JP,
5739863,02018ET3V256JM-S,Hz:60|Voltage:200/400|Phase:3|HP:20|RPM:1800|Enclosure:TEFC|Frame:256JM,
5739862,02018ET3H256JP-S,Hz:60|Voltage:575|Phase:3|HP:20|RPM:1800|Enclosure:TEFC|Frame:256JP,
5739861,02018ET3EBM256TC-S,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:1800|Enclosure:TEFC|Frame:256TC,
5739860,02012ET3EPM284/6Y-W2,Hz:60|Voltage:230/460|Phase:3|HP:20|RPM:1200|Enclosure:TEFC|Frame:284/6Y,
5739859,01536OT3V215JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JP,
5739858,01536OT3V215JP-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JP,
5739857,01536OT3V215JMV-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JM,
5739856,01536OT3V215JM-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JM,
5739855,01536OT3H215JPV-S,Hz:60|Voltage:575|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JP,
5739854,01536OT3H215JMV-S,Hz:60|Voltage:575|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JM,
5739853,01536OT3E215TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215TC,
5739852,01536OT3E215JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JP,
5739851,01536OT3E215JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JM,
5739850,01536OP3VFP215JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JP,
5739849,01536OP3VFP215JMV-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JM,
5739848,01536OP3HFP215JPV-S,Hz:60|Voltage:575|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JP,
5739847,01536OP3HFP215JMV-S,Hz:60|Voltage:575|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JM,
5739846,01536OP3EFP215JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JP,
5739845,01536OP3EFP215JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:3600|Enclosure:ODP|Frame:215JM,
5739844,01536ET3V254TC-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:TEFC|Frame:254TC,
5739843,01536ET3V254JP-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:TEFC|Frame:254JP,
5739842,01536ET3V254JM-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:TEFC|Frame:254JM,
5739841,01536ET3V215JM-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:3600|Enclosure:TEFC|Frame:215JM,
5739840,01536ET3H215JP-S,Hz:60|Voltage:575|Phase:3|HP:15|RPM:3600|Enclosure:TEFC|Frame:215JP,
5739839,01536ET3E215JP-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:3600|Enclosure:TEFC|Frame:215JP,
5739838,01536AP3EGD215TZ-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:3600|Enclosure:TEAO|Frame:215TZ,
5739837,01518OT3V254JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:1800|Enclosure:ODP|Frame:254JP,
5739836,01518OT3V254JM-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:1800|Enclosure:ODP|Frame:254JM,
5739835,01518OT3J254T-S,Hz:60|Voltage:380|Phase:3|HP:15|RPM:1800|Enclosure:ODP|Frame:254T,
5739834,01518OT3E254TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:1800|Enclosure:ODP|Frame:254TC,
5739833,01518OT3E254JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:1800|Enclosure:ODP|Frame:254JM,
5739832,01518OP3VFP254JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:1800|Enclosure:ODP|Frame:254JP,
5739831,01518OP3EFP254JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:1800|Enclosure:ODP|Frame:254JP,
5739830,01518ET3Y160LFF-W22,Hz:60/50|Voltage:380/415/460/660/690|Phase:3|Hp:15|RPM:1800|Enclosure:TEFC|Frame:160L,
5739829,01518ET3V254JP-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:1800|Enclosure:TEFC|Frame:254JP,
5739828,01518ET3V254JM-S,Hz:60|Voltage:200/400|Phase:3|HP:15|RPM:1800|Enclosure:TEFC|Frame:254JM,
5739827,01518ET3J254T-S,Hz:60|Voltage:380|Phase:3|HP:15|RPM:1800|Enclosure:TEFC|Frame:254T,
5739826,01518ET3H254JP-S,Hz:60|Voltage:575|Phase:3|HP:15|RPM:1800|Enclosure:TEFC|Frame:254JP,
5739825,01518ET3EBM254TC-S,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:1800|Enclosure:TEFC|Frame:254TC,
5739824,01512ET3EPM284/6Y-W2,Hz:60|Voltage:230/460|Phase:3|HP:15|RPM:1200|Enclosure:TEFC|Frame:284/6Y,
5739823,01236ES1C215T-W22,Hz:60|Voltage:208-230|Phase:1|Hp:12-1/2|RPM:3600|Enclosure:TEFC|Frame:215T,
5739822,01218ES1EID215TC-W22,Hz:60|Voltage:230/460|Phase:1|Hp:12-1/2|RPM:1800|Enclosure:TEFC|Frame:215TC,
5739821,01218ES1E215T-W22,Hz:60|Voltage:230/460|Phase:1|Hp:12-1/2|RPM:1800|Enclosure:TEFC|Frame:215T,
5739820,01218ES1E215TC-W22,Hz:60|Voltage:230/460|Phase:1|Hp:12-1/2|RPM:1800|Enclosure:TEFC|Frame:215TC,
5739819,01136ET3Y160MFF-W22,Hz:60/50|Voltage:380/415/460/660/690|Phase:3|Hp:11|RPM:3600|Enclosure:TEFC|Frame:160M,
5739818,01118ET3Y160MFF-W22,Hz:60/50|Voltage:380/415/460/660/690|Phase:3|Hp:11|RPM:1800|Enclosure:TEFC|Frame:160M,
5739816,01036OT3V213TC-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213TC,
5739815,01036OT3V213JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JP,
5739814,01036OT3V213JP-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JP,
5739813,01036OT3V213JMV-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JM,
5739812,01036OT3V213JM-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JM,
5739811,01036OT3H213JPV-S,Hz:60|Voltage:575|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JP,
5739810,01036OT3H213JMV-S,Hz:60|Voltage:575|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JM,
5739809,01036OT3E213TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213TC,
5739808,01036OT3E213JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JP,
5739807,01036OT3E213JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JM,
5739806,01036OP3VFP213JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JP,
5739805,01036OP3VFP213JMV-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JM,
5739804,01036OP3HFP213JPV-S,Hz:60|Voltage:575|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JP,
5739803,01036OP3HFP213JMV-S,Hz:60|Voltage:575|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JM,
5739802,01036OP3EFP213JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JP,
5739801,01036OP3EFP213JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JM,
5739800,01036OP3EFP213JM-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:3600|Enclosure:ODP|Frame:213JM,
5739799,01036ET3V215TC-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:TEFC|Frame:215TC,
5739798,01036ET3V215JM-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:3600|Enclosure:TEFC|Frame:215JM,
5739797,01036ET3H215JP-S,Hz:60|Voltage:575|Phase:3|HP:10|RPM:3600|Enclosure:TEFC|Frame:215JP,
5739796,01036ET3EPM213/5Y-W2,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:3600|Enclosure:TEFC|Frame:213/5Y,
5739794,01036ES1E215T-W22,Hz:60|Voltage:208-230/460|Phase:1|HP:10|RPM:3600|Enclosure:TEFC|Frame:215T,
5739793,01036ES1E215TC-W22,Hz:60|Voltage:208-230/460|Phase:1|HP:10|RPM:3600|Enclosure:TEFC.|Frame:215TC,
5739792,01036ES1E215JP-W22,Hz:60|Voltage:230/460|Phase:1|HP:10|RPM:3600|Enclosure:TEFC|Frame:215JP,
5739791,01036ES1E215JM-W22,Hz:60|Voltage:230/460|Phase:1|HP:10|RPM:3600|Enclosure:TEFC|Frame:215JM,
5739790,01036ES1C215JP-W22,Hz:60|Voltage:208-230|Phase:1|HP:10|RPM:3600|Enclosure:TEFC|Frame:215JP,
5739789,01036ES1C215JM-W22,Hz:60|Voltage:208-230|Phase:1|HP:10|RPM:3600|Enclosure:TEFC|Frame:215JM,
5739788,01036AP3EGD184TZ-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:3600|Enclosure:TEAO|Frame:184TZ,
5739787,01018OT3V215TC-SG,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:1800|Enclosure:ODP|Frame:215TC,
5739786,01018OT3J215T-S,Hz:60|Voltage:380|Phase:3|HP:10|RPM:1800|Enclosure:ODP|Frame:215T,
5739785,01018OT3H215JMV-S,Hz:60|Voltage:575|Phase:3|HP:10|RPM:1800|Enclosure:ODP|Frame:215JM,
5739784,01018OT3E215TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:1800|Enclosure:ODP|Frame:215TC,
5739783,01018OT3E215JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:1800|Enclosure:ODP|Frame:215JM,
5739782,01018OP3EFP215JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:1800|Enclosure:ODP|Frame:215JP,
5739781,01018ET3V215JP-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:1800|Enclosure:TEFC|Frame:215JP,
5739780,01018ET3V215JM-S,Hz:60|Voltage:200/400|Phase:3|HP:10|RPM:1800|Enclosure:TEFC|Frame:215JM,
5739779,01018ET3J215T-S,Hz:60|Voltage:380|Phase:3|HP:10|RPM:1800|Enclosure:TEFC|Frame:215T,
5739778,01018ET3H215JM-S,Hz:60|Voltage:575|Phase:3|HP:10|RPM:1800|Enclosure:TEFC|Frame:215JM,
5739777,01018ET3EBM215TC-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:1800|Enclosure:TEFC|Frame:215TC,
5739776,01018ES1EID215TC-W22,Hz:60|Voltage:230/460|Phase:1|HP:10|RPM:1800|Enclosure:TEFC|Frame:215TC,
5739774,01018ES1E215JP-W22,Hz:60|Voltage:230/460|Phase:1|HP:10|RPM:1800|Enclosure:TEFC|Frame:215JP,
5739773,01018ES1E215JM-W22,Hz:60|Voltage:230/460|Phase:1|HP:10|RPM:1800|Enclosure:TEFC|Frame:215JM,
5739772,01018ES1C215JM-W22,Hz:60|Voltage:208-230|Phase:1|HP:10|RPM:1800|Enclosure:TEFC|Frame:215JM,
5739771,01012OT3E256JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:10|RPM:1200|Enclosure:ODP|Frame:256JP,
5739770,01012ET3PCT256TF1-W2,Hz:60|Voltage:200|Phase:3|HP:10|RPM:1200|Enclosure:TEFC|Frame:256T,
5739769,01012ET3HCT256TF1-W2,Hz:60|Voltage:575|Phase:3|HP:10|RPM:1200|Enclosure:TEFC|Frame:256T,
5739768,01012ET3E256TWLT,HP:10,
5739767,00736OT3V184JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JP,
5739766,00736OT3V184JP-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JP,
5739765,00736OT3V184JMV-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JM,
5739764,00736OT3V184JM-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JM,
5739763,00736OT3H184JMV-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JM,
5739762,00736OT3E184TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184TC,
5739761,00736OT3E184JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JP,
5739760,00736OT3E184JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JM,
5739759,00736OP3VFP184JPV-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JP,
5739758,00736OP3VFP184JMV-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JM,
5739757,00736OP3HFP184JPV-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JP,
5739756,00736OP3HFP184JMV-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JM,
5739755,00736OP3EFP184JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JP,
5739754,00736OP3EFP184JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:ODP|Frame:184JM,
5739753,00736ET3YAL132SFF-W2,Hz:60/50|Voltage:380/415/460/660/690|Phase:3|Hp:7.5|RPM:3600|Enclosure:TEFC|Frame:132S,
5739752,00736ET3V213JM-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213JM,
5739751,00736ET3V184TC-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:184TC,
5739750,00736ET3P213TCF3-W22,Hz:60|Voltage:200|Phase:3|Hp:7-1/2|RPM:3600|Enclosure:TEFC|Frame:213TC,
5739749,00736ET3J213TCF3-W22,Hz:60|Voltage:3600|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213TC,
5739748,00736ET3H213JP-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213JP,
5739747,00736ET3H213JM-SG,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213JM,
5739746,00736ET3H213JM-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213JM,
5739745,00736ET3H184TC-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:184TC,
5739744,00736ET3H184JM-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:184JM,
5739743,00736ET3EPM213/5Y-W2,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213/5Y,
5739742,00736ET3EAL132S-W22,Hz:60/50|Voltage:230/460|Phase:3|Hp:7.5|RPM:3600|Enclosure:TEFC|Frame:132S,
5739741,00736ET3E213TCF3-W22,Hz:60|Voltage:208-230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213TC,
5739740,00736ET3E184JP-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:184JP,
5739739,00736ET3E184JM-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:184JM,
5739738,00736ES1E213T-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213T,
5739737,00736ES1E213TC-W22,Hz:60|Voltage:208-230/460|Phase:1|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213TC,
5739736,00736ES1E213JP-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213JP,
5739735,00736ES1E213JM-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213JM,
5739734,00736ES1C213JP-W22,Hz:60|Voltage:380|Phase:1|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213JP,
5739733,00736ES1C213JM-W22,Hz:60|Voltage:380|Phase:1|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213JM,
5739732,00736ES1B213T-W22,Hz:60|Voltage:115/208-230|Phase:1|HP:7.5|RPM:3600|Enclosure:TEFC|Frame:213T,
5739731,00736AP3EGD184TZ-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:3600|Enclosure:TEAO|Frame:184TZ,
5739730,00718OT3V213TC-SG,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213TC,
5739729,00718OT3V213JM-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213JM,
5739728,00718OT3J213T-S,Hz:60|Voltage:380|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213T,
5739727,00718OT3E213TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213TC,
5739726,00718OT3E213JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213JM,
5739725,00718OP3HFP213JPV-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213JP,
5739724,00718OP3EFP213JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:ODP|Frame:213JP,
5739723,00718ET3YAL132MFF-W2,Hz:60/50|Voltage:380/415/460/660/690|Phase:3|Hp:7.5|RPM:1800|Enclosure:TEFC|Frame:132M,
5739722,00718ET3V213JP-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JP,
5739721,00718ET3V213JM-S,Hz:60|Voltage:200/400|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JM,
5739720,00718ET3P213JM-S,Hz:60|Voltage:380|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JM,
5739719,00718ET3J213T-S,Hz:60|Voltage:380|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213T,
5739718,00718ET3HAL132M-W22,Hz:60|Voltage:575|Phase:3|Hp:7.5|RPM:1800|Enclosure:TEFC|Frame:132M,
5739717,00718ET3H213TF3-W22,Hz:60|Voltage:575|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:TEFC|Frame:213T,
5739716,00718ET3H213JM-S,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213JM,
5739715,00718ET3EPM213/5Y-W2,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213/5Y,
5739714,00718ET3EBM213TC-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:213TC,
5739713,00718ET3EAL132M-W22,Hz:60/50|Voltage:230/460|Phase:3|Hp:7.5|RPM:1800|Enclosure:TEFC|Frame:132M,
5739712,00718ET3E213TF2-W22S,Hz:60|Voltage:208-230/460|Phase:3|Hp:7-1/2|RPM:1800|Enclosure:TEFC|Frame:213T,
5739711,00718ES1EID215TC-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:215TC,
5739710,00718ES1E215TZ-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:215TZ,
5739709,00718ES1E215TZC-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:215TZ,
5739707,00718ES1E215TC-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:215TC,
5739706,00718ES1E215JP-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:215JP,
5739705,00718ES1E215JM-W22,Hz:60|Voltage:230/460|Phase:1|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:215JM,
5739704,00718ES1C215JM-W22,Hz:60|Voltage:208-230|Phase:1|HP:7.5|RPM:1800|Enclosure:TEFC|Frame:215JM,
5739703,00712OT3E254TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254TC,
5739702,00712OT3E254JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:ODP|Frame:254JP,
5739701,00712ET3PCT254TF1-W2,Hz:60|Voltage:200|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254T,
5739700,00712ET3HCT254TF1-W2,Hz:60|Voltage:575|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254T,
5739699,00712ET3ECT254TF1-W2,Hz:60|Voltage:230/460|Phase:3|HP:7.5|RPM:1200|Enclosure:TEFC|Frame:254T,
5739698,00712ET3E254TWLT,HP:7.5,
5739697,00536OT3V182TC-S,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182TC,
5739696,00536OT3V182JP-S,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JP,
5739695,00536OT3EJP56J-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:56J,
5739694,00536OT3E182TC-SG,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182TC,
5739693,00536OT3E182JPV-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JP,
5739692,00536OT3E182JMV-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:ODP|Frame:182JM,
5739689,00536OS1CCDW184Y-S,Hz:60|Voltage:208-230|Phase:1|HP:5|RPM:3600|Enclosure:ODP|Frame:184Y,
5739688,00536OS1CCD182/4Y,Hz:60|Voltage:208-230|Phase:1|HP:5|RPM:3600|Enclosure:ODP|Frame:182/4Y,
5739687,00536ET3YAL132S-W22,Hz:60/50|Voltage:380/415/460/660/690|Phase:3|Hp:5.5|RPM:3600|Enclosure:TEFC|Frame:132S,
5739686,00536ET3YAL132SFF-W2,Hz:60/50|Voltage:380/415/460/660/690|Phase:3|Hp:5|RPM:3600|Enclosure:TEFC|Frame:132S,
5739685,00536ET3V184TC-S,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184TC,
5739684,00536ET3V184JM-S,Hz:60|Voltage:200/400|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JM,
5739683,00536ET3P184JM-S,Hz:60|Voltage:200|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184JM,
5739682,00536ET3J184TF3-W22,Hz:60|Voltage:380|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184T,
5739681,00536ET3H184TF3-W22,Hz:60|Voltage:575|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184T,
5739680,00536ET3EJP184CZ-S,Hz:60|Voltage:230/460|Phase:3|HP:5|RPM:3600|Enclosure:TEFC|Frame:184CZ,
