"ID","ATTRIBUTES"
6377834,"None"
6377832,"None"
5905337,"None"
5903026,"None"
5903025,"None"
5902988,"None"
5902986,"None"
5902983,"None"
5902896,"None"
5902895,"None"
5902894,"None"
5902893,"None"
5902874,"None"
5902873,"None"
5902872,"None"
5902871,"None"
5902870,"None"
5902869,"None"
5902868,"None"
5902867,"None"
5902866,"None"
5902865,"None"
5902864,"None"
5902863,"None"
5902862,"None"
5902861,"None"
5902860,"None"
5902859,"None"
5902858,"None"
5902857,"None"
5902856,"None"
5902855,"None"
5902854,"None"
5902853,"None"
5902852,"None"
5902851,"None"
5902850,"None"
5902849,"None"
5902848,"None"
5902847,"None"
5902846,"None"
5902845,"None"
5902844,"None"
5902843,"None"
5902842,"None"
5902841,"None"
5902840,"None"
5902839,"None"
5902838,"None"
5902837,"None"
5902836,"None"
5902835,"None"
5902834,"None"
5902833,"None"
5902832,"None"
5902831,"None"
5902830,"None"
5902829,"None"
5902828,"None"
5902827,"None"
5902808,"None"
5902807,"None"
5902806,"None"
5902805,"None"
5902804,"None"
5902803,"None"
5902802,"None"
5902801,"None"
5902800,"None"
5902799,"None"
5902798,"None"
5902795,"None"
5902794,"None"
5902793,"None"
5902792,"None"
5902791,"None"
5902790,"None"
5902789,"None"
5902788,"None"
5902787,"None"
5902786,"None"
5902785,"None"
5902784,"None"
5902781,"None"
5902780,"None"
5902779,"None"
5902778,"None"
5902777,"None"
5902776,"None"
5902775,"None"
5902774,"None"
5902773,"None"
5902772,"None"
5902771,"None"
5902770,"None"
5902769,"None"
5902768,"None"
5902767,"None"
5902766,"None"
5902765,"None"
5902764,"None"
5902763,"None"
5902762,"None"
5902761,"None"
5902760,"None"
5902759,"None"
5902758,"None"
5902757,"None"
5902756,"None"
5902755,"None"
5902754,"None"
5902753,"None"
5902752,"None"
5902751,"None"
5902750,"None"
5902749,"None"
5902748,"None"
5902747,"None"
5902746,"None"
5902745,"None"
5902744,"None"
5902743,"None"
5902742,"None"
5902741,"None"
5902740,"None"
5902739,"None"
5902738,"None"
5902737,"None"
5902736,"None"
5902735,"None"
5902734,"None"
5902733,"None"
5902732,"None"
5902731,"None"
5902730,"None"
5902729,"None"
5902728,"None"
5902727,"None"
5902726,"None"
5902725,"None"
5902724,"None"
5902723,"None"
5902722,"None"
5902721,"None"
5902720,"None"
5902719,"None"
5902718,"None"
5902717,"None"
5902716,"None"
5902715,"None"
5902714,"None"
5902713,"None"
5902712,"None"
5902711,"None"
5902710,"None"
5902709,"None"
5902708,"None"
5902707,"None"
5902706,"None"
5902705,"None"
5902704,"None"
5902703,"None"
5902702,"None"
5902701,"None"
5902700,"None"
5902699,"None"
5902698,"None"
5902697,"None"
5902696,"None"
5902695,"None"
5902694,"None"
5902693,"None"
5902692,"None"
5902691,"None"
5902690,"None"
5902689,"None"
5902688,"None"
5902687,"None"
5902686,"None"
5902685,"None"
5902684,"None"
5902683,"None"
5902682,"None"
5902681,"None"
5902680,"None"
5902679,"None"
5902678,"None"
5902677,"None"
5902676,"None"
5902675,"None"
5902674,"None"
5902673,"None"
5902672,"None"
5902671,"None"
5902670,"None"
5902669,"None"
5902668,"None"
5902667,"None"
5902666,"None"
5902665,"None"
5902664,"None"
5902663,"None"
5902662,"None"
5902661,"None"
5902660,"None"
5902659,"None"
5902658,"None"
5902657,"None"
5902656,"None"
5902655,"None"
5902654,"None"
5902653,"None"
5902652,"None"
5902651,"None"
5902650,"None"
5902649,"None"
5902648,"None"
5902646,"None"
5902645,"None"
5902644,"None"
5902643,"None"
5902616,"None"
5902615,"None"
5902614,"None"
5902613,"None"
5902612,"None"
5902611,"None"
5902610,"None"
5902609,"None"
5902608,"None"
5902607,"None"
5902606,"None"
5902605,"None"
5902604,"None"
5902603,"None"
5902602,"None"
5902601,"None"
5902600,"None"
5902599,"None"
5902598,"None"
5902597,"None"
5902596,"None"
5902595,"None"
5902594,"None"
5902593,"None"
5902592,"None"
5902591,"None"
5902590,"None"
5902589,"None"
5902588,"None"
5902587,"None"
5902586,"None"
5902585,"None"
5902584,"None"
5902583,"None"
5902582,"None"
5902581,"None"
5902580,"None"
5902579,"None"
5902578,"None"
5902577,"None"
5902576,"None"
5902575,"None"
5902574,"None"
5902573,"None"
5902572,"None"
5902571,"None"
5902570,"None"
5902569,"None"
5902568,"None"
5902567,"None"
5902566,"None"
5902565,"None"
5902564,"None"
5902563,"None"
5902562,"None"
5902561,"None"
5902560,"None"
5902559,"None"
5902558,"None"
5902557,"None"
5902556,"None"
5902555,"None"
5902554,"None"
5902553,"None"
5902552,"None"
5902551,"None"
5902550,"None"
5902549,"None"
5902548,"None"
5902547,"None"
5902546,"None"
5902545,"None"
5902544,"None"
5902543,"None"
5902542,"None"
5902541,"None"
5902540,"None"
5902539,"None"
5902538,"None"
5902537,"None"
5902536,"None"
5902535,"None"
5902534,"None"
5902533,"None"
5902532,"None"
5902531,"None"
5902530,"None"
5902529,"None"
5902528,"None"
5902527,"None"
5902526,"None"
5902525,"None"
5902524,"None"
5902523,"None"
5902522,"None"
5902521,"None"
5902520,"None"
5902519,"None"
5902518,"None"
5902517,"None"
5902516,"None"
5902515,"None"
5902514,"None"
5902513,"None"
5902512,"None"
5902511,"None"
5902510,"None"
5902509,"None"
5902508,"None"
5902507,"None"
5902506,"None"
5902505,"None"
5902504,"None"
5902503,"None"
5902502,"None"
5902501,"None"
5902500,"None"
5902499,"None"
5902498,"None"
5902497,"None"
5902496,"None"
5902495,"None"
5902494,"None"
5902493,"None"
5902492,"None"
5902491,"None"
5902490,"None"
5902489,"None"
5902488,"None"
5902487,"None"
5902486,"None"
5902485,"None"
5902484,"None"
5902483,"None"
5902482,"None"
5902481,"None"
5902480,"None"
5902479,"None"
5902478,"None"
5902477,"None"
5902476,"None"
5902475,"None"
5902474,"None"
5902473,"None"
5902472,"None"
5902471,"None"
5902470,"None"
5902469,"None"
5902468,"None"
5902467,"None"
5902466,"None"
5902465,"None"
5902464,"None"
5902463,"None"
5902462,"None"
5902461,"None"
5902460,"None"
5902459,"None"
5902458,"None"
5902457,"None"
5902456,"None"
5902455,"None"
5902454,"None"
5902453,"None"
5902452,"None"
5902451,"None"
5902450,"None"
5902449,"None"
5902448,"None"
5902447,"None"
5902446,"None"
5902445,"None"
5902444,"None"
5902443,"None"
5902442,"None"
5902441,"None"
5902440,"None"
5902439,"None"
5902438,"None"
5902437,"None"
5902436,"None"
5902435,"None"
5902434,"None"
5902433,"None"
5902432,"None"
5902431,"None"
5902430,"None"
5902429,"None"
5902428,"None"
5902427,"None"
5902426,"None"
5902425,"None"
5902424,"None"
5902423,"None"
5902422,"None"
5902421,"None"
5902420,"None"
5902419,"None"
5902418,"None"
5902417,"None"
5902416,"None"
5902415,"None"
5902414,"None"
5902413,"None"
5902412,"None"
5902411,"None"
5902410,"None"
5902409,"None"
5902408,"None"
5902407,"None"
5902406,"None"
5902405,"None"
5902404,"None"
5902403,"None"
5902402,"None"
5902401,"None"
5902400,"None"
5902399,"None"
5902398,"None"
5902397,"None"
5902396,"None"
5902395,"None"
5902394,"None"
5902393,"None"
5902392,"None"
5902391,"None"
5902390,"None"
5902389,"None"
5902388,"None"
5902387,"None"
5902386,"None"
5902385,"None"
5902384,"None"
5902383,"None"
5902382,"None"
5902381,"None"
5902380,"None"
5902379,"None"
5902378,"None"
5902377,"None"
5902376,"None"
5902375,"None"
5902374,"None"
5902373,"None"
5902372,"None"
5902371,"None"
5902370,"None"
5902369,"None"
5902368,"None"
5902367,"None"
5902366,"None"
5902365,"None"
5902364,"None"
5902363,"None"
5902362,"None"
5902361,"None"
5902360,"None"
5902359,"None"
5902358,"None"
5902357,"None"
5902356,"None"
5902355,"None"
5902354,"None"
5902353,"None"
5902352,"None"
5902351,"None"
5902350,"None"
5902349,"None"
5902348,"None"
5902347,"None"
5902346,"None"
5902345,"None"
5902344,"None"
5902343,"None"
5902342,"None"
5902341,"None"
5902340,"None"
5902339,"None"
5902338,"None"
5902337,"None"
5902336,"None"
5902335,"None"
5902334,"None"
5902333,"None"
5902332,"None"
5902331,"None"
5902330,"None"
5902329,"None"
5902328,"None"
5902327,"None"
5902326,"None"
5902325,"None"
5902324,"None"
5902323,"None"
5902322,"None"
5902321,"None"
5902320,"None"
5902319,"None"
5902318,"None"
5902317,"None"
5902316,"None"
5902315,"None"
5902314,"None"
5902313,"None"
5902312,"None"
5902311,"None"
5902310,"None"
5902309,"None"
5902308,"None"
5902307,"None"
5902306,"None"
5902305,"None"
5902304,"None"
5902303,"None"
5902302,"None"
5902301,"None"
5902300,"None"
5902299,"None"
5902298,"None"
5902297,"None"
5902296,"None"
5902295,"None"
5902294,"None"
5902293,"None"
5902292,"None"
5902291,"None"
5902290,"None"
5902289,"None"
5902288,"None"
5902287,"None"
5902286,"None"
5902285,"None"
5902284,"None"
5902283,"None"
5902282,"None"
5902281,"None"
5902280,"None"
5902279,"None"
5902278,"None"
5902277,"None"
5902276,"None"
5902275,"None"
5902274,"None"
5902273,"None"
5902272,"None"
5902271,"None"
5902270,"None"
5902269,"None"
5902268,"None"
5902267,"None"
5902266,"None"
5902265,"None"
5902264,"None"
5902263,"None"
5902262,"None"
5902261,"None"
5902260,"None"
5902259,"None"
5902258,"None"
5902257,"None"
5902256,"None"
5902255,"None"
5902254,"None"
5902253,"None"
5902252,"None"
5902251,"None"
5902250,"None"
5902249,"None"
5902247,"None"
5902246,"None"
5902245,"None"
5902244,"None"
5902243,"None"
5902242,"None"
5902241,"None"
5902240,"None"
5902239,"None"
5902238,"None"
5902237,"None"
5902236,"None"
5902235,"None"
5902234,"None"
5902233,"None"
5902232,"None"
5902189,"None"
5902127,"None"
5901951,"None"
5901934,"None"
5901933,"None"
5901932,"None"
5901931,"None"
5901930,"None"
5901929,"None"
5901928,"None"
5901927,"None"
5901926,"None"
5901925,"None"
5901924,"None"
5901923,"None"
5901922,"None"
5901921,"None"
5901920,"None"
5901919,"None"
5901918,"None"
5901917,"None"
5901911,"None"
5901894,"None"
5901893,"None"
5901890,"None"
5901889,"None"
5901888,"None"
5901887,"None"
5901884,"None"
5901883,"None"
5901882,"None"
5901881,"None"
5901880,"None"
5901879,"None"
5901878,"None"
5901867,"None"
5901866,"None"
5901865,"None"
